DateTime,heii_qu,heii_qd,heni_qu,isli_qu
6/28/1986,26062.92,24500,143.42,992.67
6/29/1986,24802.5,24500,-95.25,720.17
6/30/1986,23895.83,24400,206.25,853.42
7/1/1986,22942.08,23900,3.58,746.58
7/2/1986,20840.42,22000,68.58,832.42
7/3/1986,20200.83,20100,47.92,431.25
7/4/1986,20298.33,20500,-7.5,620.08
7/5/1986,19533.75,21500,-15.5,448.08
7/6/1986,18022.08,21400,131.75,791.58
7/7/1986,16786.67,18400,-75.92,633.5
7/8/1986,15936.25,17600,232.58,596.08
7/9/1986,15178.33,17800,204.17,1189.17
7/10/1986,15186.67,16800,101.33,875.42
7/11/1986,15338.75,16700,48.92,834.58
7/12/1986,15700,15700,97.33,912.92
7/13/1986,15300.83,15200,95.33,771.67
7/14/1986,14189.17,15500,193.17,1013.75
7/15/1986,13892.5,14800,-160.75,519.58
7/16/1986,14246.25,14700,-8.5,842.08
7/17/1986,14299.17,14400,140.75,903.75
7/18/1986,13442.92,14300,48.92,735
7/19/1986,13495,14100,106.33,704.58
7/20/1986,11687.5,13200,53.92,634.17
7/21/1986,12000.83,11900,1.5,714.58
7/22/1986,10898.33,11100,-100.33,704.17
7/23/1986,10700,10700,48.92,674.17
7/24/1986,10998.33,11200,-4.5,665
7/25/1986,11300.83,11200,247.58,1017.92
7/26/1986,11196.67,11600,42.92,876.67
7/27/1986,11958.75,10900,-8.5,665
7/28/1986,11106.67,10300,44.92,715.42
7/29/1986,10858.33,9850,205.17,795.83
7/30/1986,9327.08,9680,2.5,745
7/31/1986,9468.33,9670,102.33,765.83
8/1/1986,9289.17,9390,51.92,655
8/2/1986,8909.17,9010,-151.75,574.58
8/3/1986,8617.92,8870,151.75,625
8/4/1986,8769.17,8870,151.75,756.25
8/5/1986,8003.33,8810,49.92,615.42
8/6/1986,8043.33,8850,48.92,565
8/7/1986,8108.75,9470,-102.33,514.58
8/8/1986,8046.67,9660,99.33,665.83
8/9/1986,7926.67,9540,-1.5,565
8/10/1986,7646.25,9310,-3.5,625.42
8/11/1986,7233.33,9250,272.42,1079.58
8/12/1986,7840.42,9000,35.58,596.25
8/13/1986,6542.92,8610,-65.25,626.67
8/14/1986,6663.75,8630,-14.83,566.25
8/15/1986,6792.92,8860,-14.83,515.83
8/16/1986,6316.25,9190,23.58,616.67
8/17/1986,6718.75,9290,10.58,616.67
8/18/1986,6607.92,9280,61,592.08
8/19/1986,6962.5,9080,61,625.92
8/20/1986,6129.17,8650,2.58,570.5
8/21/1986,6594.58,8460,188.25,1016.25
8/22/1986,6826.67,8440,87.42,707.75
8/23/1986,6867.08,8430,87.42,748.17
8/24/1986,6544.58,8410,37,645.33
8/25/1986,7169.58,8430,87.42,683.75
8/26/1986,6392.92,8460,137.83,850
8/27/1986,7169.58,8430,37,632.75
8/28/1986,7202.5,8110,136.83,714
8/29/1986,6430,7640,36,791.83
8/30/1986,6621.67,7630,36,568.17
8/31/1986,6187.92,7650,36,614.58
9/1/1986,6006.25,7670,-64.83,509.75
9/2/1986,6379.17,7690,136.83,758.83
9/3/1986,5622.92,7690,-59.83,549.17
9/4/1986,5682.92,7750,131.51,608.67
9/5/1986,5317.5,8040,74.51,616.67
9/6/1986,5567.92,8240,74.01,669.6
9/7/1986,5194.58,8270,73.51,682.51
9/8/1986,5557.5,8280,73.51,702.93
9/9/1986,5487.5,8210,73.51,529.67
9/10/1986,6870,8080,74.01,528.18
9/11/1986,5822.08,7990,73.51,606.51
9/12/1986,5509.58,7980,72.51,605.34
9/13/1986,5701.25,7970,72.51,629.76
9/14/1986,4935,7960,72.51,727.59
9/15/1986,5045,8070,72.01,524.01
9/16/1986,5648.33,8270,71.51,547.51
9/17/1986,5436.25,8310,71.51,544.51
9/18/1986,6212.5,8330,71.51,816.59
9/19/1986,6625.83,8340,72.01,598.01
9/20/1986,5737.5,8460,71.51,799.18
9/21/1986,5028.75,8810,71.51,592.51
9/22/1986,5855,8880,71.51,584.51
9/23/1986,5655.42,8630,71.51,600.51
9/24/1986,6010.42,8380,71.01,663.43
9/25/1986,5899.58,8370,71.51,512.67
9/26/1986,6111.25,8380,71.51,544.09
9/27/1986,5657.5,8380,70.51,658.34
9/28/1986,6040.42,8410,71.01,450.18
9/29/1986,5556.67,8380,70.51,552.51
9/30/1986,6474.17,8390,70.51,520.01
10/1/1986,6365,8180,69.31,773.14
10/2/1986,5659,8180,70.31,526.26
10/3/1986,6600,7810,71.01,879.68
10/4/1986,5544.58,6200,70.51,602.26
10/5/1986,5533.33,5130,70.51,673.43
10/6/1986,5771.67,4360,56.9,608.4
10/7/1986,5320.42,4060,55.59,667.48
10/8/1986,5057.5,4150,47.03,659.41
10/9/1986,5228.33,4220,47.13,731.83
10/10/1986,5107.5,4200,46.33,629.5
10/11/1986,4452.08,4200,44.73,872.08
10/12/1986,5006.67,4200,44.73,818.66
10/13/1986,4855.42,4200,44.83,674.08
10/14/1986,4593.33,4190,44.83,421.08
10/15/1986,5077.5,4170,44.83,422.08
10/16/1986,4361.67,4160,45.33,673.67
10/17/1986,5027.08,4170,44.63,577.91
10/18/1986,4502.5,4200,44.63,469.25
10/19/1986,5057.08,4200,44.63,868.58
10/20/1986,4925.83,4220,44.73,616.5
10/21/1986,5561.25,4200,44.93,566.08
10/22/1986,5147.92,4190,45.43,562.58
10/23/1986,4684.17,4180,44.83,609.5
10/24/1986,4190,4190,44.83,508.66
10/25/1986,4532.92,4180,44.83,609.5
10/26/1986,4936.25,4180,44.93,507.66
10/27/1986,4482.5,4180,44.83,467.83
10/28/1986,4472.5,4170,45.23,654.17
10/29/1986,4664.17,4160,44.93,605.25
10/30/1986,5067.5,4160,44.83,655.66
10/31/1986,4966.67,4160,44.93,578.83
11/1/1986,4865.83,4160,40.9,626.8
11/2/1986,4543.33,4140,41.5,544.47
11/3/1986,4361.67,4160,41,590.38
11/4/1986,4745,4140,41.5,635.3
11/5/1986,4140,4140,41,582.38
11/6/1986,4765,4160,41.4,928.38
11/7/1986,4835.83,4130,47.8,611.96
11/8/1986,4543.33,4140,-1.62,598.96
11/9/1986,4624.17,4120,-2.13,698.29
11/10/1986,4220.83,4120,-2.62,487.71
11/11/1986,4250.42,4200,-2.13,620.04
11/12/1986,4521.67,4320,-1.62,576.13
11/13/1986,4199.17,4300,-1.62,615.55
11/14/1986,3916.67,4320,-1.13,615.04
11/15/1986,4430.83,4330,-1.62,665.96
11/16/1986,4874.58,4320,-2.13,559.62
11/17/1986,4622.5,4320,-1.62,705.38
11/18/1986,4995.83,4290,-1.13,547.62
11/19/1986,4915,4310,-1.62,604.55
11/20/1986,4693.33,4290,-1.13,651.46
11/21/1986,4340.42,4290,-1.62,603.55
11/22/1986,4511.67,4310,-0.62,704.38
11/23/1986,4794.17,4290,-1.13,699.88
11/24/1986,3987.5,4290,-0.62,702.38
11/25/1986,4179.17,4280,165.25,564.75
11/26/1986,4017.5,4320,14,657.58
11/27/1986,3804.58,4460,14,540.33
11/28/1986,3774.17,4480,64.42,691.58
11/29/1986,3965.83,4470,64.42,736
11/30/1986,4217.92,4470,15,585.75
12/1/1986,4168.33,4370,65.42,691.58
12/2/1986,3142.08,4100,65.42,640.17
12/3/1986,3643.33,4450,15,635.17
12/4/1986,3683.75,4440,66.42,637.17
12/5/1986,3815,4420,16,582.75
12/6/1986,4026.67,4430,66.42,715
12/7/1986,4006.67,4410,16,562.75
12/8/1986,3300.83,4410,16,590.17
12/9/1986,4057.5,4360,66.42,589.58
12/10/1986,3020,4230,16,601.58
12/11/1986,3221.67,4230,16,560.17
12/12/1986,3120.83,4230,116.83,709.42
12/13/1986,2887.5,4400,52.8,645.38
12/14/1986,3177.08,4740,53.3,595.47
12/15/1986,3347.5,4860,52.8,646.38
12/16/1986,3347.5,4860,53.3,577.47
12/17/1986,3337.5,4850,52.8,627.8
12/18/1986,2873.75,4840,53.8,572.38
12/19/1986,2792.92,4860,53.3,573.88
12/20/1986,3377.5,4890,17,580
12/21/1986,3357.5,4870,67.42,636.42
12/22/1986,2833.33,4850,68.42,485.17
12/23/1986,3206.67,4820,18,576
12/24/1986,3347.5,4860,18,576
12/25/1986,3448.33,4860,18,525.58
12/26/1986,3347.5,4860,68.42,576
12/27/1986,3337.5,4850,18,576
12/28/1986,2702.5,4820,119.83,565
12/29/1986,2812.5,4930,18,459.17
12/30/1986,3053.33,5070,67.42,657.83
12/31/1986,3053.33,5070,67.42,509.58
1/1/1987,2649.17,5170,18,610.42
1/2/1987,3747.5,5260,68.42,652.83
1/3/1987,2810,5230,68.42,457.58
1/4/1987,3828.33,5240,68.42,751.08
1/5/1987,3243.33,5260,67.42,559.42
1/6/1987,3253.33,5270,18,450.58
1/7/1987,3102.5,5220,68.42,501
1/8/1987,3193.33,5210,-99.47,333.11
1/9/1987,2689.17,5210,-99.98,260.61
1/10/1987,2527.5,5250,-99.47,-5.3
1/11/1987,2255.42,5230,18,479
1/12/1987,3550.83,4660,-83.83,365.75
1/13/1987,3120.83,4230,117.83,559.42
1/14/1987,2687.5,4200,18,509
1/15/1987,3950.83,3850,19,459.58
1/16/1987,2955,3560,68.42,463.58
1/17/1987,2995.42,3550,68.42,483
1/18/1987,2834.17,3540,18,456.58
1/19/1987,2935,3540,18,523
1/20/1987,2965,3570,17,122.75
1/21/1987,3015.83,3520,68.42,606.42
1/22/1987,3469.58,3520,67.42,416.58
1/23/1987,2905,3510,67.42,613.42
1/24/1987,3703.33,3300,18,568
1/25/1987,3695,3090,17,576
1/26/1987,3685,3080,68.42,576
1/27/1987,3634.58,3080,67.42,544.83
1/28/1987,4219.17,3110,117.83,860.17
1/29/1987,3665,3060,17,557.67
1/30/1987,3050,3050,66.42,639.5
1/31/1987,3463.33,3060,17,588.08
2/1/1987,3645,3040,17,600.08
2/2/1987,3554.17,3050,16,500.25
2/3/1987,3685,3080,67.42,601.08
2/4/1987,3645,3040,17,449.83
2/5/1987,3675.42,3020,66.42,625.5
2/6/1987,2900,2900,-34.42,471.67
2/7/1987,3647.08,2790,15,522.08
2/8/1987,2902.5,2600,65.42,572.5
2/9/1987,3598.33,2590,115.83,572.5
2/10/1987,3094.17,2590,-85.83,417.25
2/11/1987,3356.25,2600,65.42,588.92
2/12/1987,3488.75,2430,168.25,1468.42
2/13/1987,3339.17,2230,16,510.5
2/14/1987,3591.25,2230,17,510.5
2/15/1987,3420,2210,65.42,509.5
2/16/1987,3319.17,2210,15,511.5
2/17/1987,3460.42,2200,15,409.67
2/18/1987,3400,2190,15,410.67
2/19/1987,3210,2000,17,613.33
2/20/1987,3090.42,1830,67.42,613.33
2/21/1987,2809.58,1650,65.42,515.5
2/22/1987,2850,1640,15,518.5
2/23/1987,3445,1630,16,468.08
2/24/1987,3041.25,1680,16,518.5
2/25/1987,2678.33,1670,66.42,568.92
2/26/1987,2749.17,1640,17,470.08
2/27/1987,2890.42,1630,109.53,564.61
2/28/1987,2930.83,1620,109.53,615.03
3/1/1987,3012.5,1500,109.53,514.2
3/2/1987,2973.33,1360,109.53,617.03
3/3/1987,3366.67,1350,108.78,574.87
3/4/1987,3114.58,1350,109.28,629.78
3/5/1987,2590,1380,109.78,837.95
3/6/1987,2609.58,1450,109.28,791.03
3/7/1987,3536.67,1520,65.42,550.5
3/8/1987,3645.42,1780,65.42,607.92
3/9/1987,3907.08,1840,65.42,759.17
3/10/1987,3707.08,1640,66.42,487.08
3/11/1987,3425.42,1560,63.42,-63.5
3/12/1987,3527.08,1460,33.68,530.76
3/13/1987,3335,1520,33.68,445.93
3/14/1987,3516.25,1550,33.68,837.72
3/15/1987,2952.5,1440,33.18,566.33
3/16/1987,3446.67,1430,32.68,490.15
3/17/1987,2942.5,1430,32.68,445.1
3/18/1987,2972.5,1460,32.68,790.23
3/19/1987,3950.83,1430,32.68,449.88
3/20/1987,2418.33,1410,32.68,520.51
3/21/1987,3426.67,1410,32.68,566.86
3/22/1987,2418.33,1410,32.18,467.25
3/23/1987,2902.5,1390,31.68,455.68
3/24/1987,3738.33,2730,31.68,479.63
3/25/1987,2284.17,1780,31.68,460.68
3/26/1987,2438.33,1430,10,527.88
3/27/1987,3430,3430,10,447
3/28/1987,2698.33,1690,9.9,398.58
3/29/1987,1914.17,1410,9.9,449
3/30/1987,4552.5,3040,60.32,537.83
3/31/1987,1840,1840,9.9,442
4/1/1987,3042.5,1530,9.9,498.42
4/2/1987,3200,3200,60.32,497.42
4/3/1987,2948.33,1940,60.42,498.42
4/4/1987,3656.67,1640,12,451
4/5/1987,3112.5,1600,13,455
4/6/1987,5623.34,1590,113.83,656.67
4/7/1987,5089.17,1560,13,464
4/8/1987,5583.34,1550,113.83,635.25
4/9/1987,4060.83,1540,113.83,651.25
4/10/1987,5114.17,4610,63.42,561.42
4/11/1987,4940,4940,113.83,676.25
4/12/1987,5808.33,4800,63.42,629.83
4/13/1987,5154.17,4650,63.42,577.42
4/14/1987,5004.17,4500,113.83,637.83
4/15/1987,5378.33,4370,164.25,803.08
4/16/1987,6042.5,4530,163.25,905.5
4/17/1987,6912.5,5400,163.25,860.67
4/18/1987,8552.5,7040,12,1094.92
4/19/1987,8268.33,7260,112.83,1288.75
4/20/1987,8662.5,7150,12,766.17
4/21/1987,6930,6930,62.42,864.17
4/22/1987,7428.33,6420,12,1130.42
4/23/1987,7472.5,5960,112.83,1160
4/24/1987,9265,6240,62.42,989.58
4/25/1987,9935,6910,112.83,913.42
4/26/1987,11149.17,7620,11,698.17
4/27/1987,11929.17,8400,156.75,987.08
4/28/1987,12805,9780,55.42,694
4/29/1987,14320.83,11800,60.42,801.83
4/30/1987,14408.33,13400,63.42,807.83
5/1/1987,16425,13400,67.42,912.67
5/2/1987,17437.5,12900,19,642.17
5/3/1987,13612.5,12100,119.83,634.17
5/4/1987,11600,11600,118.83,669.58
5/5/1987,10995.83,11500,66.42,699
5/6/1987,10791.67,11800,114.83,752.83
5/7/1987,13504.17,13000,164.25,745.83
5/8/1987,13408.33,12400,13,595.58
5/9/1987,13912.5,12400,113.83,842.67
5/10/1987,13408.33,12400,63.42,589.58
5/11/1987,13004.17,12500,64.42,684.42
5/12/1987,13908.33,12900,14,586.58
5/13/1987,11891.67,12900,115.83,621
5/14/1987,13604.17,13100,16,609
5/15/1987,12091.67,13100,66.42,756.25
5/16/1987,14712.5,13200,68.42,663.42
5/17/1987,15016.67,13000,77.42,898.08
5/18/1987,16737.5,12200,80.42,711.42
5/19/1987,18358.34,11300,30,719.42
5/20/1987,15741.67,10700,130.83,771.83
5/21/1987,15237.5,10700,30,673
5/22/1987,13725,10700,80.42,668
5/23/1987,11708.33,10700,79.42,660
5/24/1987,10700,10700,29,656
5/25/1987,12212.5,10700,130.83,815.25
5/26/1987,10295.83,10800,33,681
5/27/1987,11404.17,10900,139.83,901.67
5/28/1987,14825,11800,129.42,963.08
5/29/1987,14308.33,13300,181.83,866.25
5/30/1987,14112.5,12600,80,614.17
5/31/1987,13000,13000,130.42,565.75
6/1/1987,13908.33,12900,28.58,657.58
6/2/1987,12800,12800,-21.83,535.75
6/3/1987,11187.5,12700,-25.83,567.17
6/4/1987,11391.67,12400,-6.42,614.58
6/5/1987,9791.67,10800,-5.42,453.33
6/6/1987,9795.83,10300,45,695.42
6/7/1987,10400,10400,-5.42,549.17
6/8/1987,11812.5,10300,45,700.42
6/9/1987,12316.67,10300,95.42,645
6/10/1987,11608.33,10600,41,650
6/11/1987,11904.17,11400,76.42,656
6/12/1987,11904.17,11400,26,586.58
6/13/1987,11300,11300,26,472.75
6/14/1987,11400,11400,-74.83,503.17
6/15/1987,9987.5,11500,-24.42,295.5
6/16/1987,9783.33,11800,27,649
6/17/1987,8775,11800,-22.42,308.67
6/18/1987,8775,11800,-72.83,206.25
6/19/1987,7866.66,11900,-72.83,568.17
6/20/1987,7866.66,11900,28,313.67
6/21/1987,6958.33,12000,-23.42,360.25
6/22/1987,7358.33,12400,-25.42,624.92
6/23/1987,7358.33,12400,19,-303.58
6/24/1987,6854.16,12400,-31.42,352.83
6/25/1987,6550,12600,-31.42,405.83
6/26/1987,5941.66,13000,20,185.33
6/27/1987,6545.83,13100,7.17,392.5
6/28/1987,6037.5,13600,-79.5,361.67
6/29/1987,5833.33,13900,-128.92,190
6/30/1987,6337.5,13900,126.17,764.17
7/1/1987,6337.5,13900,-24.08,461.67
7/2/1987,6137.5,13700,-74.5,744.58
7/3/1987,6145.83,12700,179.58,614.58
7/4/1987,5945.83,12500,28.33,574.58
7/5/1987,4433.33,12500,77.75,524.17
7/6/1987,5341.66,12400,-226.75,171.25
7/7/1987,5241.66,12300,58.75,473.75
7/8/1987,5245.83,11800,-9.25,533.33
7/9/1987,4741.66,11800,41.17,704.17
7/10/1987,6354.16,11900,92.58,1006.67
7/11/1987,6250,12300,93.58,704.17
7/12/1987,5645.83,12200,41.17,542.92
7/13/1987,6050,12100,39.17,765.42
7/14/1987,5045.83,11600,-15.25,504.58
7/15/1987,4241.66,11300,-31.25,432.92
7/16/1987,4141.66,11200,70.58,633.75
7/17/1987,5650,11700,73.58,795
7/18/1987,7162.5,11700,73.58,996.67
7/19/1987,7266.66,11300,72.58,593.33
7/20/1987,5258.33,10300,-31.25,614.58
7/21/1987,6765,9790,115,787.92
7/22/1987,7193.33,9210,-74.25,473.08
7/23/1987,5805,8830,25.58,521.33
7/24/1987,6269.17,8790,25.58,392.5
7/25/1987,4586.66,8620,26.58,455.33
7/26/1987,5285,8310,27.58,513.33
7/27/1987,4750.83,8280,-23.83,405
7/28/1987,4536.66,8570,-22.83,564.58
7/29/1987,5356.66,9390,28.58,665.42
7/30/1987,5336.66,9370,-21.83,564.58
7/31/1987,4832.5,9370,80,615
8/1/1987,4852.5,9390,30.58,564.58
8/2/1987,3814.16,9360,81,665.42
8/3/1987,4278.33,9320,-19.83,514.17
8/4/1987,4008.33,9050,-118.67,413.33
8/5/1987,3030,9080,-16.83,564.58
8/6/1987,4068.33,9110,34.58,564.58
8/7/1987,3674.16,9220,-65.25,514.17
8/8/1987,3714.16,9260,-266.92,352.92
8/9/1987,4228.33,9270,-65.25,463.75
8/10/1987,3250,9300,-13.83,535
8/11/1987,3290,9340,-82.25,465
8/12/1987,3310,9360,-125.25,465
8/13/1987,3574.16,9120,27,495.42
8/14/1987,3394.16,8940,-22.42,586.25
8/15/1987,3858.33,8900,78.42,697.08
8/16/1987,3838.33,8880,28,586.25
8/17/1987,3378.36,8840,28,586.25
8/18/1987,3823.25,8860,-22.42,586.25
8/19/1987,3838.33,8880,29,586.25
8/20/1987,2830,8880,-21.42,485.42
8/21/1987,3384.16,8930,29,565.83
8/22/1987,2910,8960,-21.42,445
8/23/1987,3918.33,8960,-171.67,425
8/24/1987,3444.16,8990,130.83,848.75
8/25/1987,4442.5,8980,26,616.67
8/26/1987,3918.33,8960,-88.83,412.42
8/27/1987,3294.16,8840,-38.42,555.08
8/28/1987,4072.5,8610,-38.42,485.67
8/29/1987,2904.16,8450,12,540.33
8/30/1987,2904.16,8450,-38.42,389.08
8/31/1987,3842.5,8380,11,428.5
9/1/1987,2624.16,8170,-39.42,428.5
9/2/1987,3462.5,8000,-39.42,367.08
9/3/1987,1960,8010,11,489.92
9/4/1987,3482.5,8020,-89.83,365.67
9/5/1987,2848.33,7890,61.42,617.75
9/6/1987,2618.33,7660,12,489.92
9/7/1987,3516.66,7550,12,439.5
9/8/1987,2498.33,7540,-37.42,389.08
9/9/1987,2902.5,7440,13,478.92
9/10/1987,3186.66,7220,-38.42,286.92
9/11/1987,3077.5,7010,-88.83,292.08
9/12/1987,2372.5,6910,13,467.5
9/13/1987,2897.91,6780,-37.42,452.08
9/14/1987,2969.16,6700,14,615.33
9/15/1987,2717.08,6700,-36.42,467.92
9/16/1987,2677.91,6560,13,468.75
9/17/1987,2033.33,6470,-36.42,473.75
9/18/1987,1873.33,6310,-36.42,434.75
9/19/1987,2932.91,6210,14,424.17
9/20/1987,2238.33,6070,13,474.58
9/21/1987,2915,5940,-38.42,363.75
9/22/1987,2654.58,5730,12,454.58
9/23/1987,3040,5460,12,418.58
9/24/1987,2788.75,5360,-39.42,315.75
9/25/1987,2275,5300,-38.42,383.58
9/26/1987,3235,5050,12,413
9/27/1987,2520,4940,12,413
9/28/1987,2358.75,4930,12,354
9/29/1987,2762.08,4930,12,354.42
9/30/1987,5757.08,4900,-38.42,253.58
10/1/1987,2773,4820,13,315.56
10/2/1987,4082,4760,12,347.92
10/3/1987,2813.94,4750,-83.79,285.97
10/4/1987,2579.14,4750,12,429.89
10/5/1987,2802.62,4750,-18.25,350.03
10/6/1987,2901.99,4650,12,370.72
10/7/1987,2492.08,4550,-53.54,321.35
10/8/1987,2616.6,4540,-48.5,346.77
10/9/1987,2374.37,4470,-52.54,343.92
10/10/1987,2625.26,4410,-52.54,384.63
10/11/1987,2399.43,4400,13,411.22
10/12/1987,2441.5,4340,13,433.51
10/13/1987,2744.95,4260,-17.25,383.65
10/14/1987,2797.95,4120,-17.25,447.88
10/15/1987,2895.36,3790,13,414.88
10/16/1987,2831.88,3470,12,515.66
10/17/1987,2706.5,3340,-24.29,420.69
10/18/1987,3195.42,3010,-18.25,407.18
10/19/1987,3066.07,2320,12,420.32
10/20/1987,2862.59,2020,12,406.43
10/21/1987,2743.92,1920,13,427.71
10/22/1987,2789.49,1770,13,383.53
10/23/1987,2906.98,1700,13,432.86
10/24/1987,3095.82,1560,13,410.43
10/25/1987,3060.45,1550,13,461.13
10/26/1987,2988.36,1510,-17.25,411.38
10/27/1987,2965.66,1430,12,445.56
10/28/1987,2819.93,1420,42.25,408.05
10/29/1987,2875.8,1420,77.54,468.47
10/30/1987,2840.94,1410,13,429.89
10/31/1987,2876.54,1410,13,405.56
11/1/1987,2850.41,1430,13,432.3
11/2/1987,3244,1450,12,480.16
11/3/1987,3519.3,1490,42.25,514.02
11/4/1987,3149.83,1460,12,362.23
11/5/1987,3115.69,1410,42.25,444.52
11/6/1987,3000.69,1250,12,367.6
11/7/1987,3114.11,1250,12,572.9
11/8/1987,3181.54,1230,47.29,404.39
11/9/1987,2778.15,1210,12,449.68
11/10/1987,2949.4,1220,12,372.76
11/11/1987,2852.07,1210,12,401.5
11/12/1987,2637.24,1220,12,429.58
11/13/1987,3357.13,1230,42.25,734.17
11/14/1987,3126.64,1250,41.25,497.02
11/15/1987,3029.04,1200,76.54,481.96
11/16/1987,2609.35,1210,41.25,639.31
11/17/1987,2867.88,1200,46.29,340.41
11/18/1987,2565.42,1170,11,332.73
11/19/1987,2567.65,1170,11,417.6
11/20/1987,2429.31,1170,11,390.98
11/21/1987,2547.44,1180,11,365.17
11/22/1987,2659.9,1190,11,423.09
11/23/1987,2764.21,1190,11,484.2
11/24/1987,2679.25,1190,41.25,432.43
11/25/1987,2639.73,1190,40.25,434.12
11/26/1987,2584.48,1180,10,377.15
11/27/1987,2435.54,1170,11,437.12
11/28/1987,2533.62,1160,11,382.21
11/29/1987,2242.68,1160,11,359.21
11/30/1987,2499.16,1160,11,360.26
12/1/1987,2513.04,1160,43.25,482.25
12/2/1987,2800.4,1200,46.29,489.48
12/3/1987,3937.5,1210,11,456.34
12/4/1987,2870.04,1190,11,472.61
12/5/1987,2533.23,1190,10,384.48
12/6/1987,2713.1,1170,41.25,385.64
12/7/1987,2929.33,1180,75.54,506.37
12/8/1987,2787.84,1170,41.25,442.3
12/9/1987,3403.25,1180,41.25,830.87
12/10/1987,3118.25,1190,42.25,527.2
12/11/1987,3718.12,1170,11,377.73
12/12/1987,3026.22,1120,46.29,412.53
12/13/1987,2499.08,1140,71.5,408.5
12/14/1987,2037.97,1130,47.29,446.53
12/15/1987,2325.64,1110,41.25,410.65
12/16/1987,2128.2,1110,41.25,507.24
12/17/1987,2852.57,1120,47.29,467.69
12/18/1987,2505.96,1120,11,331.35
12/19/1987,2539.1,1120,11,413.65
12/20/1987,2537.77,1110,11,412.66
12/21/1987,2437,1110,42.25,507.22
12/22/1987,2699.02,1120,12,479.62
12/23/1987,2908.53,1120,41.25,380.7
12/24/1987,2509.38,1110,46.29,450.38
12/25/1987,2012.52,1110,11,417.22
12/26/1987,2155.41,1100,11,449.48
12/27/1987,2228.1,1120,11,385.14
12/28/1987,2240.87,1130,41.25,447.58
12/29/1987,2490.92,1120,41.25,429.63
12/30/1987,2433.88,1110,11,380
12/31/1987,2683.3,1100,11,386.13
1/1/1988,2334.01,1100,41.25,382.99
1/2/1988,2273.44,1090,11,452.74
1/3/1988,2018.49,1090,11,387.27
1/4/1988,2064.45,1080,47.29,456.97
1/5/1988,2373.72,1080,12,388.11
1/6/1988,2550.63,1090,42.25,451.41
1/7/1988,2710.36,1090,12,421.68
1/8/1988,2365.71,1100,42.25,319.6
1/9/1988,3186.23,1120,77.54,622.94
1/10/1988,2803.9,1130,43.25,488.44
1/11/1988,2744.27,1120,43.25,523.5
1/12/1988,2646.49,1120,12,426.63
1/13/1988,2390.27,1110,18.04,397.14
1/14/1988,2508.29,1120,14,493.91
1/15/1988,2534.02,1140,169.29,611.75
1/16/1988,2725.11,1120,13,418.9
1/17/1988,2617.96,1110,14,421.09
1/18/1988,2557.83,1100,78.54,453.18
1/19/1988,2181.04,1080,12,387.94
1/20/1988,2087.21,1090,12,386.74
1/21/1988,2526.35,1100,42.25,418.89
1/22/1988,2355.05,1090,11,356.33
1/23/1988,2787.11,1080,11,422.13
1/24/1988,2278.88,1050,41.25,387.06
1/25/1988,2383.98,1040,75.54,488.56
1/26/1988,2541.84,1030,70.3,417.91
1/27/1988,2492.27,1030,45.29,424.34
