RiverWare Reach,IDWR Site Code,Diversion name,MODSIM Diversion Demand Group,Fractional Return,Average Annual Demand (acre-feet)
Reach9Diversions_BOI,13205517,FairviewAcres,Settlers,0.41,2742
Reach9Diversions_BOI,13205613,AnnMorrison,BubbBois,0.4,81
Reach9Diversions_BOI,13205622,ThurmanMill,Thurman,0.7,5507
Reach9Diversions_BOI,13205640,FarmersUnion,FarmersU,0.46,61209
Reach9Diversions_BOI,13205641,BoiseValley,FarmersU,0.46,12523
Reach9Diversions_BOI,13205643,CapitolView,BubbBois,0.4,2491
Reach9Diversions_BOI,13205984,RiversideVil,BubbBois,0.4,17
Reach9Diversions_PAY,13249505,LastChance,640,0.45,34530
Reach9Diversions_PAY,13249507,Fowler,640,0.45,27
Reach9Diversions_PAY,13249508,Whipple,640,0.45,1
Reach9Diversions_PAY,13249509,Hodgins,640,0.45,18
Reach9Diversions_PAY,13249512,Brown1,640,0.45,6
Reach9Diversions_PAY,13249518,Brown2,640,0.45,48
Reach9Diversions_PAY,13249535,FarmersCoop,640,0.45,130227
Reach9Diversions_PAY,13249562,NebekerStokely,640,0.45,0
Reach9Diversions_PAY,13249586,GillSlough,640,0.45,3905
Reach9Diversions_PAY,13249612,Smith,640,0.45,993
Reach9Diversions_PAY,13249650,CStandley,640,0.45,126
Reach9Diversions_PAY,13249720,BoiCascadeLLC,640,0.45,0
Reach9Diversions_PAY,13249722,Unimin,640,0.45,43
Reach9Diversions_PAY,13249736,Enterprise,640,0.45,23728
Reach9Diversions_PAY,13249742,Bilbrey,640,0.45,5822
Reach9Diversions_PAY,13249768,DRogers,640,0.45,1
Reach9Diversions_PAY,13249778,Reed,640b,0.45,15520
Reach9Diversions_PAY,13249795,KesgardTschudy,640b,0.45,2746
Reach9Diversions_PAY,13249799,Stewart,640b,0.45,3
Reach9Diversions_PAY,13249805,OTurley,640b,0.45,2741
Reach9Diversions_PAY,13249808,Seitz,640b,0.45,7123
Reach9Diversions_PAY,13249812,Woods,640b,0.45,1079
Reach9Diversions_PAY,13249984,PayetteRRanch,640b,0.45,574
Reach9Diversions_SNK,13081750,LhcProp,PmpMINToMIL,0.44,54
Reach9Diversions_SNK,13084590,LLebsack,PmpMINToMIL,0.44,129
Reach9Diversions_SNK,13084598,MidMisc,PmpMINToMIL,0.44,196
Reach9Diversions_SNK,13084599,MilnerMisc,PmpMINToMIL,0.44,230
Reach9Diversions_SNK,13084610,LawKerFarms,PmpMINToMIL,0.44,151
Reach9Diversions_SNK,13084640,BurleyGC,PmpMINToMIL,0.44,172
Reach9Diversions_SNK,13084650,CityOfBurley,PmpMINToMIL,0.44,212
Reach9Diversions_SNK,13084655,SimplotFtlzr,PmpMINToMIL,0.44,0
Reach9Diversions_SNK,13084690,AmalgaSugar,PmpMINToMIL,0.44,125
Reach9Diversions_SNK,13084710,RTilleyPump,PmpMINToMIL,0.44,60
Reach9Diversions_SNK,13084720,Millercoors,PmpMINToMIL,0.44,266
Reach9Diversions_SNK,13084725,KSandmann,PmpMINToMIL,0.44,4
Reach9Diversions_SNK,13085270,HSchodde,PmpMINToMIL,0.44,384
Reach9Diversions_SNK,13085275,PrEnt1,PmpMINToMIL,0.44,133
Reach9Diversions_SNK,13085300,PrEnt2,PmpMINToMIL,0.44,193
Reach9Diversions_SNK,13085350,SwidPumps,PmpMINToMIL,0.44,14993
Reach9Diversions_SNK,13085390,PHobson,PmpMINToMIL,0.44,133
Reach9Diversions_SNK,13085400,VHobson,PmpMINToMIL,0.44,201
Reach9Diversions_SNK,13085500,ABIrrDist,A_BPump,0.15,60089
Reach9Diversions_SNK,13085800,PaLateral_28B,NorthSid,0.34,18154
Reach9Diversions_SNK,13086000,MilnerIrrig,MilLowLi,0.43,63878
Reach9Diversions_SNK,13086510,ALateral_28C,NorthSid,0.34,4004
Reach9Diversions_SNK,13086512,JBrune_28D,PmpMINToMIL,0.44,659
Reach9Diversions_SNK,13086520,NsXCut_28E,NorthSid,0.34,278131
Reach9Diversions_SNK,13086530,ResDist2,MilGood,0.77,491662
Reach9Diversions_SNK,13087000,NorthsdeTF_28A,NorthSid,0.34,730734
Reach9Diversions_SNK,13087500,TwinFallsSouth,SSideTwi,0,1090678
SevenMileSloughAtHead,13249750,7mile,7mile,1,113695
