DATE,ABERDEEN EXPERIMENT STATION ID US,ALTA 1 NNW WY US,ASHTON 1 N ID US,BURLEY ID US,BURLEY MUNICIPAL AIRPORT ID US,CASTLEFORD 2 N ID US,CRATERS OF THE MOON ID US,DRIGGS ID US,DUBOIS EXPERIMENT STATION ID US,FORT HALL 1 NNE ID US,GLENNS FERRY ID US,IDAHO FALLS 16 SE ID US,IDAHO FALLS 46 W ID US,IDAHO FALLS FAA AIRPORT ID US,KETCHUM RANGER STATION ID US,MASSACRE ROCKS STATE PARK ID US,MINIDOKA DAM ID US,POCATELLO REGIONAL AIRPORT ID US,REXBURG BYU IDAHO ID US,RICHFIELD ID US,SAINT ANTHONY ID US,SHOSHONE 1 WNW ID US,SUGAR CITY ID US,SWAN VALLEY ID US,TETONIA EXPERIMENT STATION ID US
1999-04-15,28.0,9.0,31.0,29.99805045161947,30.0,27.0,17.0,10.0,16.0,29.48876717242527,21.0,15.0,21.0,18.0,21.0,24.0,27.0,24.0,16.0,26.0,14.0,29.013295931235362,14.325178308799241,18.0,14.0
1999-04-16,18.0,15.0,36.0,25.990621037443457,26.0,25.0,23.0,13.0,25.0,17.0,27.183316876609457,12.0,13.0,16.0,21.0,20.0,18.0,19.0,18.0,22.0,16.0,27.0,16.365476910395255,15.0,16.0
1999-04-17,22.0,26.0,38.0,32.00176515870748,32.0,31.0,29.0,11.803462034756585,29.0,21.0,27.0,12.0,21.0,24.0,17.758346396582564,20.0,23.0,27.0,28.0,29.0,18.0,32.0,26.566969918375328,21.0,20.0
1999-04-18,36.0,36.0,35.0,38.012909279971495,38.0,38.0,35.0,21.0,36.0,26.0,32.55815057301256,31.0,30.0,32.0,24.09263066245463,20.0,31.0,33.0,38.0,36.0,24.0,40.0,36.7684629263554,31.0,32.0
1999-04-19,41.0,41.0,34.0,46.02776810832353,46.0,46.0,41.0,42.0,41.0,36.0,33.0,41.0,41.0,46.0,25.0,20.0,39.0,41.0,40.0,40.0,25.0,45.0,38.80876152795141,37.0,38.0
1999-04-20,46.0,32.0,38.0,46.02776810832353,46.0,45.0,39.0,40.0,38.0,37.0,46.0,29.0,35.0,39.0,35.0,43.0,40.0,43.0,40.0,42.0,39.0,43.0,38.80876152795141,39.0,40.0
1999-04-21,36.0,26.0,37.0,39.0147666335155,39.0,35.0,30.0,30.0,27.0,37.0,38.0,26.0,30.0,29.0,26.0,38.0,33.0,33.0,32.0,34.0,32.0,35.0,30.647567121567356,30.0,27.0
1999-04-22,30.0,22.0,35.0,30.999907805163474,31.0,27.0,21.0,23.0,27.0,24.0,23.0,40.0,21.0,24.0,21.0,25.0,27.0,28.0,31.0,28.0,28.0,26.0,29.62741782076935,24.0,20.0
1999-04-23,40.0,32.0,27.0,44.02405340123552,44.0,40.0,31.0,29.0,35.0,24.0,27.0,28.0,41.0,40.0,31.0,32.0,33.0,39.0,32.0,34.0,28.0,38.0,30.647567121567356,25.0,27.0
1999-04-24,35.0,25.0,35.0,36.009194572883494,36.0,34.0,31.0,25.0,32.0,25.0,36.0,24.0,32.0,33.0,24.99752841472207,35.422135095672694,35.0,30.0,30.0,39.0,33.0,38.79300062832573,28.607268519971342,27.0,23.944454979903863
1999-04-25,39.0,35.0,40.0,42.02033869414751,42.0,36.0,37.0,38.0,41.0,37.0,38.82878988548285,25.0,38.0,39.0,32.0,41.0,36.0,42.0,29.0,38.0,33.0,38.79300062832573,27.587119219173335,30.0,26.0
1999-04-26,43.0,30.0,37.0,45.025910754779524,45.0,48.0,43.0,28.0,32.0,42.0,36.0,33.0,32.0,34.0,31.0,46.0,38.0,41.0,28.0,41.0,31.0,46.0,26.566969918375328,39.0,29.0
1999-04-27,31.0,34.0,35.0,40.0166239870595,40.0,37.0,33.0,32.0,32.0,31.0,39.0,30.0,32.0,31.0,29.0,37.0,38.0,33.0,33.0,34.0,30.0,34.0,31.667716422365366,32.0,31.0
1999-04-28,35.0,35.0,39.0,35.00733721933949,35.0,35.0,31.0,26.97001731366308,37.0,30.0,33.0,28.0,37.0,38.0,32.0,34.0,30.0,34.0,30.0,32.0,31.0,32.0,28.607268519971342,40.0,35.0
1999-04-29,34.0,35.0,36.0,35.00733721933949,35.0,34.0,37.0,35.0,34.0,32.0,39.0,29.0,40.0,40.0,33.0,32.0,30.0,37.0,20.0,32.0,40.0,34.0,18.40577551199127,39.0,35.0
1999-04-30,41.0,35.0,41.0,43.022196047691516,43.0,40.0,36.0,39.0,34.0,39.0,40.0,37.0,40.0,38.0,36.0,35.0,30.0,40.0,30.0,34.0,38.0,40.0,28.607268519971342,24.0,35.0
1999-05-01,39.0,33.0,37.0,43.022196047691516,43.0,42.0,32.0,34.0,37.0,38.0,42.0,32.0,40.0,41.0,27.712221671524382,39.0,36.0,38.0,39.456182195739544,41.0,38.0,36.0,38.2539861751736,35.0,35.0
1999-05-02,42.0,35.0,33.0,42.02033869414751,42.0,42.0,36.0,36.0,38.0,40.0,40.62040111761721,36.0,37.0,39.0,31.331812680594133,41.0,37.0,40.0,37.532694050512866,40.0,40.0,37.0,36.29174108872735,38.0,36.0
1999-05-03,37.0,30.0,35.0,37.0110519264275,37.0,39.0,29.0,32.0,33.0,37.0,32.0,28.0,34.0,36.0,29.0,36.0,34.0,34.0,34.64746183267285,35.0,38.0,38.0,33.348373459057974,35.0,31.0
1999-05-04,33.0,27.0,37.0,36.009194572883494,36.0,33.0,24.0,28.0,26.0,31.0,35.0,30.0,30.0,33.0,26.0,35.0,30.0,34.0,31.76222961483284,30.0,32.0,32.0,30.405005829388607,29.0,27.0
1999-05-05,29.0,14.0,35.0,33.00362251225148,33.0,30.0,21.0,19.0,21.0,29.0,32.0,25.0,21.0,30.0,21.0,31.0,27.0,30.0,28.876997396992827,25.0,25.0,26.0,27.461638199719232,22.0,20.0
1999-05-06,28.0,22.0,34.0,34.005479865795486,34.0,30.0,25.0,20.0,26.0,28.0,29.0,21.0,21.0,29.0,26.0,27.0,25.0,29.0,27.91525332437949,27.0,24.0,29.0,26.480515656496106,21.0,20.0
1999-05-07,35.0,32.0,30.0,47.02962546186753,47.0,45.0,35.0,28.0,34.0,30.0,35.0,32.0,31.0,34.0,24.0,37.0,32.0,36.0,32.723973687446176,40.0,24.0,32.0,31.38612837261173,32.0,26.0
1999-05-08,36.0,33.0,32.0,39.0147666335155,39.0,33.0,27.0,32.0,30.0,36.0,33.0,30.0,29.0,35.0,21.377937405652315,37.0,33.0,39.0,33.68571776005952,27.0,23.0,28.0,32.36725091583486,33.0,26.0
1999-05-09,30.0,27.0,24.0,32.00176515870748,32.0,28.0,23.0,32.0,28.0,30.0,31.0,28.0,28.0,30.0,20.473039653384877,32.0,26.0,31.0,28.876997396992827,25.0,22.694239947849166,28.035325461526323,27.461638199719232,33.0,30.0
1999-05-10,28.0,19.0,35.0,30.999907805163474,31.0,29.0,20.0,18.0,24.0,26.0,31.0,22.0,25.0,29.0,12.0,31.0,25.0,28.0,27.91525332437949,21.0,26.0,23.0,26.480515656496106,20.0,18.0
1999-05-11,24.0,21.0,34.0,28.99619309807547,29.0,26.0,22.0,21.0,25.0,23.0,22.0,20.0,18.0,24.0,22.0,24.0,20.0,22.0,23.106532961312798,23.0,23.0,29.0,21.574902940380483,23.0,16.0
1999-05-12,33.0,34.0,37.0,47.02962546186753,47.0,43.0,21.0,16.543010559414867,33.0,25.0,39.0,17.0,37.0,43.0,28.0,28.0,33.0,42.0,41.379670340966214,33.0,22.0,38.0,40.216231261619846,32.0,28.0
1999-05-13,40.0,33.0,36.0,41.01848134060351,41.0,34.0,34.0,34.0,32.0,40.0,43.0,31.0,29.0,35.0,34.0,39.0,36.0,34.0,33.68571776005952,35.0,36.0,36.0,32.36725091583486,37.0,32.0
1999-05-14,28.0,28.0,39.0,33.00362251225148,33.0,40.0,23.0,27.0,29.0,28.0,33.0,25.0,24.0,31.0,26.0,28.0,30.0,31.0,29.838741469606163,26.0,29.0,29.0,28.442760742942355,29.0,25.0
1999-05-15,33.0,29.0,41.0,36.009194572883494,36.0,38.0,30.0,28.0,31.0,30.0,37.0,31.0,33.0,34.0,19.56814190111744,32.0,29.0,33.0,32.723973687446176,33.0,28.0,35.0,31.38612837261173,29.0,26.0
1999-05-16,29.0,28.0,38.0,37.0110519264275,37.0,37.0,32.0,30.0,32.0,30.0,38.0,23.0,32.0,32.0,22.282835157919756,29.0,30.0,33.0,30.8004855422195,25.0,33.0,36.0,29.42388328616548,29.0,26.0
1999-05-17,29.0,29.0,41.0,40.0166239870595,40.0,37.0,29.0,25.0,32.0,28.0,35.24556742121411,24.0,29.0,30.0,28.0,37.0,34.0,31.0,28.876997396992827,26.0,30.0,32.0,27.461638199719232,37.0,26.0
1999-05-18,33.0,36.0,43.0,51.03705487604354,51.0,45.0,34.0,25.0,37.0,29.0,41.0,36.0,30.0,37.0,31.0,44.0,40.0,41.0,35.60920590528619,45.0,31.0,46.0,34.3294960022811,40.0,31.0
1999-05-19,42.0,39.0,40.0,51.03705487604354,51.0,47.0,44.0,37.0,42.0,40.0,42.0,40.0,40.0,42.0,34.0,46.0,42.0,44.0,40.41792626835288,40.0,37.0,43.0,39.235108718396724,40.0,37.0
1999-05-20,38.0,40.0,42.0,44.02405340123552,44.0,43.0,37.0,33.605385248184675,38.0,37.0,41.0,35.0,35.0,38.0,32.0,41.0,37.0,37.0,36.57094997789953,39.0,37.0,41.0,35.31061854550423,35.0,32.0
1999-05-21,42.0,39.0,45.0,51.03705487604354,51.0,46.0,38.0,38.0,41.0,45.0,47.0,34.0,39.0,44.0,38.0,43.0,44.0,48.0,42.34141441357956,42.0,37.0,45.0,41.197353804842976,42.0,37.0
1999-05-22,42.0,37.0,41.0,48.031482815411536,48.0,45.0,44.0,35.0,42.0,45.0,50.0,34.0,44.0,43.0,34.04650593739645,42.0,40.0,47.0,41.379670340966214,37.0,38.0,39.0,40.216231261619846,37.0,36.0
1999-05-23,42.0,36.0,39.0,46.02776810832353,46.0,44.0,48.0,33.0,44.0,40.0,40.0,34.0,42.0,43.0,31.331812680594133,38.0,40.0,41.0,41.379670340966214,41.0,40.0,46.0,40.216231261619846,33.0,35.0
1999-05-24,45.0,45.0,47.0,59.05191370439557,59.0,54.0,54.0,42.0,47.0,45.0,51.0,42.0,45.0,45.0,32.0,44.0,49.0,47.0,43.30315848619289,47.0,42.0,40.0,42.1784763480661,33.0,35.0
1999-05-25,48.0,45.0,42.0,58.05005635085157,58.0,58.0,50.0,42.13657259256958,47.0,47.0,50.0,44.0,45.0,48.0,41.0,48.0,48.0,52.0,46.188390704032905,30.0,42.0,53.0,45.121843977735466,46.0,35.0
1999-05-26,51.0,43.0,39.0,56.04634164376356,56.0,54.0,46.0,40.0,46.0,48.0,53.0,44.0,48.0,50.0,44.0,51.0,51.0,51.0,48.11187884925958,48.0,45.0,49.0,47.08408906418172,44.0,43.0
1999-05-27,39.0,42.0,45.0,47.02962546186753,47.0,44.0,44.0,38.0,42.0,40.0,38.0,37.0,44.0,41.0,32.0,41.0,39.0,39.0,39.456182195739544,39.0,42.0,43.0,38.2539861751736,42.0,42.0
1999-05-28,45.0,46.0,43.0,53.04076958313155,53.0,49.0,48.0,35.50120465804799,41.0,40.0,50.0,37.0,40.0,44.0,38.0,49.0,48.0,45.0,42.34141441357956,39.0,41.0,52.0,41.197353804842976,42.0,42.0
1999-05-29,51.0,42.0,41.0,55.04448429021956,55.0,49.0,47.0,44.03239200243289,48.0,36.0,54.0,46.0,48.0,49.0,40.38079020326851,54.0,52.0,50.0,47.15013477664625,52.0,41.0,56.0,46.102966520958596,45.0,44.0
1999-05-30,49.0,40.0,38.0,47.02962546186753,47.0,46.0,38.0,40.0,40.0,39.0,49.0,43.0,41.0,44.0,40.38079020326851,49.0,44.0,38.0,42.34141441357956,48.0,45.0,48.0,41.197353804842976,44.0,43.0
1999-05-31,42.0,33.0,40.0,45.025910754779524,45.0,42.0,35.0,48.0,38.0,37.0,72.0,41.0,36.0,42.0,32.23671043286157,40.0,41.0,42.0,40.41792626835288,40.0,40.0,44.0,39.235108718396724,32.0,33.0
1999-06-01,44.0,43.0,40.0,51.03705487604354,51.0,49.0,43.0,44.0,41.0,44.76960857707921,42.0,43.0,44.0,44.0,32.0,40.0,40.0,45.0,42.34141441357956,43.0,40.0,47.0,41.197353804842976,44.0,36.0
1999-06-02,45.0,44.0,44.0,44.02405340123552,44.0,47.0,42.0,43.0,43.0,48.0,53.0,40.0,43.0,43.0,41.0,46.0,41.0,46.0,41.379670340966214,47.0,40.0,48.0,40.216231261619846,45.0,42.0
1999-06-03,47.0,37.0,41.0,47.02962546186753,47.0,44.0,42.0,40.0,43.0,45.0,44.0,43.0,39.0,41.0,42.0,44.0,43.0,40.0,39.456182195739544,45.0,45.0,45.0,38.2539861751736,45.0,40.0
1999-06-04,35.0,35.0,39.0,40.0166239870595,40.0,37.0,31.0,33.0,33.0,37.0,46.0,30.0,34.0,35.0,31.0,37.0,36.0,36.0,33.68571776005952,35.0,34.0,40.0,32.36725091583486,36.0,34.0
1999-06-05,43.0,36.0,42.0,53.04076958313155,53.0,49.0,40.0,37.0,44.0,38.0,51.0,36.0,41.0,43.0,37.0,41.0,38.0,47.0,41.379670340966214,41.0,35.0,45.0,40.216231261619846,36.0,35.31436286704485
1999-06-06,45.0,41.0,40.0,48.031482815411536,48.0,46.0,42.0,34.55329495311633,44.0,47.0,46.0,36.0,42.0,46.0,34.04650593739645,49.0,46.0,43.0,44.264902558806234,44.0,43.0,49.0,43.15959889128922,43.0,36.0
1999-06-07,41.0,37.0,45.0,46.02776810832353,46.0,39.0,32.0,38.34493377284296,42.0,40.0,34.0,40.0,37.0,42.0,32.0,44.0,44.0,42.0,40.41792626835288,37.0,42.0,40.0,39.235108718396724,41.0,37.0
1999-06-08,44.0,37.0,40.0,47.02962546186753,47.0,41.0,40.0,39.29284347777461,43.0,45.0,42.0,41.0,38.0,39.0,33.0,46.0,43.0,39.0,37.532694050512866,42.0,43.0,44.0,36.29174108872735,42.0,40.0
1999-06-09,30.0,29.0,39.0,36.009194572883494,36.0,32.0,28.0,25.07419790379977,31.0,25.0,30.0,26.0,24.0,31.0,25.0,32.0,30.0,31.0,29.838741469606163,31.0,29.0,33.0,28.442760742942355,29.0,31.0
1999-06-10,35.0,34.0,41.0,42.02033869414751,42.0,40.0,34.0,30.761656133389707,35.0,31.0,43.0,32.0,30.0,33.0,29.0,36.0,38.0,34.0,31.76222961483284,38.0,29.0,45.0,30.405005829388607,30.0,30.0
1999-06-11,36.0,39.0,36.0,44.02405340123552,44.0,43.0,38.0,28.865836723526396,37.0,36.0,37.0,30.0,32.0,34.0,31.0,40.0,37.0,37.0,32.723973687446176,37.0,36.0,42.70488250716188,31.38612837261173,37.0,30.0
1999-06-12,38.0,41.0,39.0,49.03334016895553,49.0,44.0,41.0,31.709565838321364,43.0,30.0,43.0,33.0,35.0,38.0,32.23671043286157,45.0,42.0,40.0,36.57094997789953,43.0,38.0,50.0,35.31061854550423,38.0,37.0
1999-06-13,43.0,43.0,44.0,52.038912229587545,52.0,44.0,79.0,37.0,45.0,42.0,50.0,38.0,43.0,42.0,32.23671043286157,48.0,49.0,44.0,40.41792626835288,48.0,42.0,56.0,39.235108718396724,39.0,37.0
1999-06-14,48.0,49.0,48.0,58.05005635085157,58.0,48.0,46.0,48.0,51.0,44.0,55.0,42.0,45.0,46.0,35.0,51.0,52.0,46.0,44.264902558806234,50.0,50.0,52.0,43.15959889128922,39.0,48.0
1999-06-15,54.0,46.0,42.0,61.055628411483575,61.0,57.0,52.0,41.188662887637925,51.0,46.0,53.0,43.0,52.0,53.0,46.0,56.0,50.0,56.0,50.997111067099596,58.0,50.0,65.0,50.02745669385109,48.0,45.0
1999-06-16,54.0,48.0,40.0,61.055628411483575,61.0,57.0,53.0,44.0,51.0,53.0,59.0,44.0,53.0,51.0,44.0,53.0,55.0,55.0,49.07362292187292,55.0,51.0,62.0,48.06521160740484,51.0,47.0
1999-06-17,52.0,47.0,44.0,59.05191370439557,59.0,54.0,48.0,44.0,50.0,51.0,58.0,54.0,51.0,54.0,48.0,53.0,54.0,52.0,51.95885513971293,54.0,51.0,57.37443955279743,51.008579237074215,50.0,49.0
1999-06-18,48.0,42.0,41.0,57.048198997307566,57.0,56.0,49.0,40.0,45.0,47.0,59.0,51.0,47.0,46.0,45.0,51.0,51.0,47.0,44.264902558806234,54.0,45.0,60.0,43.15959889128922,45.0,42.0
1999-06-19,54.0,53.0,45.0,62.05748576502758,62.0,61.0,55.0,42.13657259256958,46.0,48.0,54.0,44.0,53.0,57.0,42.190585707803386,55.0,60.0,53.0,54.844087357552944,56.0,45.0,60.0,53.95194686674358,51.0,42.0
1999-06-20,45.0,48.0,40.0,54.04262693667555,54.0,51.0,49.0,43.0,49.0,52.0,49.0,43.0,40.0,44.0,43.095483460070824,47.0,47.0,45.0,42.34141441357956,49.0,46.0,54.0,41.197353804842976,42.0,40.99931681061534
1999-06-21,52.0,53.0,41.0,62.05748576502758,62.0,60.0,56.0,43.0,53.0,53.0,51.0,43.0,51.0,48.0,41.0,52.96724290044342,54.0,56.0,46.188390704032905,55.0,48.0,56.0,45.121843977735466,42.0,46.0
1999-06-22,50.0,48.0,42.0,58.05005635085157,58.0,52.0,44.0,40.0,51.0,51.0,56.0,43.0,48.0,51.0,38.0,53.0,52.0,54.0,49.07362292187292,47.0,51.0,50.0,48.06521160740484,41.0,49.0
1999-06-23,48.0,45.0,46.0,56.04634164376356,56.0,51.0,43.0,46.0,46.0,51.0,50.0,44.0,42.0,46.0,40.0,52.0,48.0,52.0,44.264902558806234,47.0,44.0,51.0,43.15959889128922,54.0,41.0
1999-06-24,43.0,49.0,43.0,52.038912229587545,52.0,51.0,49.0,46.0,43.0,45.0,50.0,43.0,41.0,46.0,46.0,52.0,49.0,45.0,44.264902558806234,53.0,44.0,53.0,43.15959889128922,33.0,40.0
1999-06-25,53.0,45.0,43.0,56.04634164376356,56.0,54.0,54.0,53.0,52.0,45.0,58.0,53.0,44.0,44.0,49.0,56.0,51.0,53.0,42.34141441357956,53.0,45.0,57.0,41.197353804842976,36.0,49.0
1999-06-26,39.0,36.0,44.0,44.02405340123552,44.0,39.0,34.0,33.0,37.0,34.0,38.0,32.0,30.0,37.0,34.0,40.0,36.0,35.0,35.60920590528619,37.0,33.0,42.0,34.3294960022811,36.0,30.0
1999-06-27,40.0,43.0,41.0,53.04076958313155,53.0,49.0,43.0,40.0,43.0,38.0,45.0,33.0,41.0,42.0,32.0,44.0,45.0,42.0,40.41792626835288,42.0,35.0,42.0,39.235108718396724,39.0,37.0
1999-06-28,36.0,37.0,44.0,46.02776810832353,46.0,45.0,42.0,37.0,39.0,37.12918787475224,42.0,38.0,37.0,38.0,32.0,40.0,41.0,38.0,36.57094997789953,41.0,38.0,51.0,35.31061854550423,48.0,35.0
1999-06-29,46.0,44.0,40.0,53.04076958313155,53.0,52.0,47.0,44.0,49.0,37.0,52.0,43.0,54.0,47.0,43.0,44.0,47.0,55.0,45.22664663141957,48.0,40.0,53.0,44.14072143451234,37.0,39.0
1999-06-30,52.0,47.0,42.0,58.05005635085157,58.0,55.0,49.0,44.980301707364546,49.0,52.0,45.99523481402032,47.0,51.0,51.0,43.0,55.0,52.0,52.0,49.07362292187292,46.0,45.0,46.616764385998025,48.06521160740484,37.0,46.0
1999-07-01,42.0,37.0,42.0,55.04448429021956,55.0,52.0,46.0,42.984241365891634,41.0,42.0,42.0,44.78745055739834,37.0,40.0,36.0,48.0,48.22798934116215,42.0,48.0,43.0,41.0,51.0,46.969955934335474,37.0,36.0
1999-07-02,48.0,42.0,40.0,51.03705487604354,51.0,49.0,43.0,40.98818102441873,42.0,42.0,54.0,42.57490111479668,39.0,44.0,35.0,47.0,48.22798934116215,48.0,49.0,45.0,39.0,51.0,47.99010523513348,37.0,45.0
1999-07-03,45.0,45.0,45.0,49.03334016895553,49.0,44.0,41.0,38.99212068294582,41.0,46.0,48.0,40.36235167219502,49.0,50.0,37.0,47.0,43.55498240180698,50.0,49.0,41.0,40.0,45.63879391628899,47.99010523513348,40.0,45.0
1999-07-04,48.0,46.0,39.0,53.04076958313155,53.0,44.0,47.0,36.99606034147291,46.0,48.0,45.099429197953135,38.14980222959336,46.0,46.0,33.14160818512901,51.0,46.59196731381507,51.0,48.0,42.0,49.0,45.63879391628899,46.969955934335474,45.0,45.0
1999-07-05,36.0,35.0,31.0,43.022196047691516,43.0,41.0,35.0,35.0,40.0,37.0,41.5162067336844,35.9372527869917,33.0,34.0,28.61711942379182,41.0,43.792033374867344,37.0,47.0,36.0,34.0,41.72691203745284,45.94980663353746,33.0,31.0
1999-07-06,42.0,42.0,36.0,52.038912229587545,52.0,47.0,46.0,37.0,43.0,38.0,40.0,37.78349432635397,38.0,43.0,33.0,46.0,42.2329908759605,41.0,51.0,36.0,35.0,44.0,50.03040383672949,33.0,37.0
1999-07-07,55.0,54.0,42.0,64.06120047211559,64.0,63.0,69.0,50.0,59.0,42.0,57.0,49.78406433220873,54.0,56.0,49.0,52.0,62.21631909329934,63.0,49.0,56.0,44.0,56.0,47.99010523513348,53.0,45.0
1999-07-08,45.0,41.0,44.0,51.03705487604354,51.0,50.0,37.0,44.0,45.0,46.0,51.0,44.24533971412192,44.0,45.0,38.0,54.0,56.22132062809769,48.0,50.0,42.0,39.0,48.0,49.01025453593149,38.0,42.0
1999-07-09,37.0,40.0,45.0,46.02776810832353,46.0,45.0,50.0,35.0,46.0,37.0,45.099429197953135,35.9372527869917,36.0,39.0,37.0,42.095411532212594,42.2329908759605,36.0,50.0,43.0,40.0,50.0,49.01025453593149,35.0,35.0
1999-07-10,39.0,43.0,40.0,48.031482815411536,48.0,46.0,48.0,38.0,51.0,39.0,40.0,38.70661509603511,37.0,39.0,41.0,40.0,44.231323697694386,38.0,50.0,46.0,42.0,50.0,49.01025453593149,35.0,35.0
1999-07-11,44.0,46.0,43.0,55.04448429021956,55.0,53.0,55.0,40.0,56.0,41.0,48.0,40.552856635397376,43.0,44.0,49.0,48.0,45.658656000832494,45.0,49.0,47.0,44.0,54.0,47.99010523513348,40.0,39.0
1999-07-12,46.0,50.0,46.0,60.05377105793957,60.0,55.0,54.0,40.0,54.0,46.0,52.0,40.552856635397376,47.0,44.0,49.0,51.0,52.19183519171049,47.0,50.0,50.0,46.0,54.0,49.01025453593149,40.0,43.0
1999-07-13,47.0,56.0,45.0,59.05191370439557,59.0,57.0,55.0,49.0,53.0,47.0,50.0,48.86094356252759,50.0,46.0,41.0,52.0,55.222154217230745,45.0,49.0,49.0,47.0,57.0,47.99010523513348,44.0,49.0
1999-07-14,57.0,54.0,44.0,67.06677253274759,67.0,65.0,60.0,55.0,54.0,48.0,65.0,54.3996681806144,60.0,55.0,44.0,62.0,63.21548550416629,69.0,51.0,57.0,48.0,65.0,50.03040383672949,54.0,49.0
1999-07-15,51.0,48.0,42.0,59.05191370439557,59.0,53.0,56.0,54.4,45.0,58.0,54.0,53.84579571880572,49.0,42.0,34.0,56.0,53.22382139549686,50.0,50.0,51.0,47.0,48.0,49.01025453593149,51.0,48.0
1999-07-16,42.0,43.0,38.0,49.03334016895553,49.0,46.0,47.0,53.8,41.0,42.0,43.0,53.29192325699704,43.0,36.0,36.0,47.0,45.23049010856133,43.0,51.0,45.0,41.0,53.0,50.03040383672949,40.0,38.0
1999-07-17,47.0,47.0,45.0,65.06305782565958,65.0,57.0,54.0,53.2,50.0,42.0,49.0,52.73805079518836,53.0,49.0,36.0,51.0,47.525278626797636,58.0,52.0,55.0,41.0,62.0,51.0505531375275,52.0,47.0
1999-07-18,47.0,46.0,47.0,59.05191370439557,59.0,54.0,45.0,52.6,46.0,48.0,50.47426289435624,52.18417833337968,43.0,44.0,38.0,53.0,53.125146504693056,51.0,49.0,47.0,48.0,50.0,47.99010523513348,48.0,45.5
1999-07-19,46.0,47.0,44.0,51.03705487604354,51.0,50.0,45.0,52.0,50.0,46.0,42.0,51.630305871571,52.0,48.0,47.0,50.0,48.22798934116215,47.0,50.0,50.0,46.0,49.0,49.01025453593149,49.0,44.0
1999-07-20,52.0,50.0,49.0,65.06305782565958,65.0,54.0,58.0,47.0,53.0,46.0,43.0,47.01470202316532,54.0,47.0,47.0,67.0,56.22132062809769,57.0,50.0,53.0,46.0,63.0,49.01025453593149,53.0,44.0
1999-07-21,46.0,57.0,51.0,54.04262693667555,54.0,49.0,48.0,50.0,54.0,47.0,46.0,49.78406433220873,47.0,48.0,42.0,49.0,51.22548857376298,49.0,49.0,48.0,50.0,52.0,47.99010523513348,55.0,49.0
1999-07-22,43.0,47.0,42.0,53.04076958313155,53.0,53.0,51.0,40.0,52.0,42.0,48.0,40.552856635397376,40.0,41.0,41.0,47.0,48.22798934116215,42.0,50.0,48.0,44.0,56.0,49.01025453593149,40.0,38.156839838830095
1999-07-23,42.0,48.0,44.0,53.04076958313155,53.0,52.0,51.0,40.0,49.0,43.0,54.95329097469216,40.552856635397376,41.0,43.0,42.0,51.0,48.22798934116215,45.0,51.0,48.0,45.0,60.0,50.03040383672949,40.0,45.0
1999-07-24,51.0,54.0,50.0,62.05748576502758,62.0,52.0,54.0,53.0,59.0,43.0,54.0,52.55342664125213,50.0,50.0,43.0,55.0,52.19183519171049,61.0,52.0,51.0,46.0,60.0,51.0505531375275,57.0,52.0
1999-07-25,44.0,40.0,50.0,52.038912229587545,52.0,50.0,46.0,45.5,47.0,46.0,48.0,45.63002086864362,43.0,44.0,42.0,51.0,49.39190125276278,48.0,51.0,40.0,38.0,54.0,50.03040383672949,40.0,45.0
1999-07-26,40.0,43.0,49.0,52.038912229587545,52.0,49.0,47.0,38.0,48.0,42.0,46.0,38.70661509603511,40.0,40.0,39.0,47.0,47.22882293029521,42.0,54.0,50.0,41.0,52.0,53.090851739123515,39.0,38.0
1999-07-27,48.0,50.0,47.0,59.05191370439557,59.0,50.0,55.0,46.0,56.0,44.0,58.0,46.091581253484186,45.0,43.0,46.0,50.0,54.222987806363804,49.0,55.0,61.0,43.0,65.0,54.11100103992152,44.0,44.0
1999-07-28,52.0,51.0,41.0,65.06305782565958,65.0,62.0,59.0,48.0,56.0,46.0,60.0,47.937822792846454,56.0,48.0,49.0,66.0,54.222987806363804,56.0,54.0,63.0,48.0,70.0,53.090851739123515,48.0,50.0
1999-07-29,55.0,56.0,52.0,60.05377105793957,60.0,61.0,57.0,47.5,61.0,54.0,57.0,47.47626240800589,59.0,58.0,53.0,57.0,55.222154217230745,59.0,53.0,59.0,52.0,67.0,52.070702438325505,61.0,50.0
1999-07-30,55.0,47.0,41.0,64.06120047211559,64.0,65.0,52.0,47.0,54.0,59.0,50.0,47.01470202316532,54.0,54.0,47.0,58.0,56.22132062809769,59.0,52.0,56.0,52.0,61.0,51.0505531375275,52.0,47.0
1999-07-31,48.0,48.0,45.0,57.048198997307566,57.0,53.0,49.0,45.0,55.0,54.0,54.0,45.16846048380305,47.0,47.0,47.0,50.0,55.92508044364077,51.0,50.0,50.0,49.0,58.0,49.01025453593149,50.0,45.0
1999-08-01,46.0,50.0,41.0,59.05191370439557,59.0,56.0,55.0,42.0,51.0,42.0,62.0,45.0,48.0,42.0,46.0,52.0,54.05845781767563,47.0,51.0,53.0,48.0,60.0,50.03040383672949,46.0,45.0
1999-08-02,51.0,50.0,44.0,64.06120047211559,64.0,63.0,59.0,48.0,54.0,47.0,60.0,43.0,54.0,50.0,52.0,56.0,51.22548857376298,47.0,52.0,62.0,48.0,56.0,51.0505531375275,48.0,46.0
1999-08-03,57.0,54.0,42.0,66.0649151792036,66.0,69.0,64.0,49.0,63.0,49.0,64.80715275143118,54.0,60.0,55.0,53.0,60.0,63.21548550416629,57.0,50.0,69.0,49.0,73.0,49.01025453593149,59.0,46.0
