DATE,ABERDEEN EXPERIMENT STATION ID US,ALTA 1 NNW WY US,ASHTON 1 N ID US,BURLEY ID US,BURLEY MUNICIPAL AIRPORT ID US,CASTLEFORD 2 N ID US,CRATERS OF THE MOON ID US,DRIGGS ID US,DUBOIS EXPERIMENT STATION ID US,FORT HALL 1 NNE ID US,GLENNS FERRY ID US,IDAHO FALLS 16 SE ID US,IDAHO FALLS 46 W ID US,IDAHO FALLS FAA AIRPORT ID US,KETCHUM RANGER STATION ID US,MASSACRE ROCKS STATE PARK ID US,MINIDOKA DAM ID US,POCATELLO REGIONAL AIRPORT ID US,REXBURG BYU IDAHO ID US,RICHFIELD ID US,SAINT ANTHONY ID US,SHOSHONE 1 WNW ID US,SUGAR CITY ID US,SWAN VALLEY ID US,TETONIA EXPERIMENT STATION ID US
1980-02-28,32.0,24.0,26.0,33.00362251225148,33.0,34.0,30.0,22.0,30.0,29.0,40.0,29.0,26.0,30.0,22.0,34.0,33.0,30.0,26.0,33.0,26.46545202653171,34.0,24.526671316779314,36.0,29.0
1980-02-29,31.0,28.0,30.0,30.999907805163474,31.0,34.0,25.0,22.0,29.0,32.0,36.0,27.0,27.0,32.0,25.0,34.0,32.0,33.0,30.0,29.0,26.46545202653171,30.0,28.607268519971342,31.0,29.0
1980-03-01,26.0,20.0,21.0,24.988763683899453,25.0,26.0,18.0,18.0,20.0,26.0,27.0,16.0,21.0,27.0,12.0,22.0,26.0,28.0,24.0,25.0,23.0,29.0,22.4863727151833,19.0,15.0
1980-03-02,28.0,18.0,21.0,32.00176515870748,32.0,40.0,25.0,20.0,25.0,32.0,34.0,24.0,24.0,28.0,14.0,38.0,34.0,32.0,25.0,33.0,22.0,36.0,23.506522015981307,26.0,19.0
1980-03-03,33.0,26.0,32.0,38.012909279971495,38.0,37.0,29.0,28.0,31.0,33.0,41.0,28.0,32.0,31.0,22.0,36.0,36.0,35.0,30.0,35.0,27.0,34.0,28.607268519971342,31.0,32.0
1980-03-04,34.0,27.0,31.0,37.0110519264275,37.0,35.0,21.0,30.0,26.0,36.0,40.0,34.0,30.0,34.0,20.0,42.0,33.0,37.0,31.0,34.0,30.0,34.0,29.62741782076935,33.0,28.0
1980-03-05,31.0,23.0,29.0,36.009194572883494,36.0,32.0,28.0,29.0,25.0,34.0,31.0,31.0,30.0,32.0,21.0,32.0,33.0,33.0,31.0,29.0,29.0,31.0,29.62741782076935,30.0,25.0
1980-03-06,28.0,23.0,29.0,26.99247839098746,27.0,26.0,21.0,26.0,22.0,31.0,26.0,29.0,25.0,27.0,8.0,28.0,26.0,29.0,26.0,23.0,29.0,25.0,24.526671316779314,30.0,16.0
1980-03-07,25.0,13.0,14.0,25.990621037443457,26.0,27.0,18.0,9.0,17.0,23.0,31.0,9.0,14.0,25.0,8.0,22.0,25.0,26.0,24.068277033926137,22.0,17.980224849495986,24.0,22.55602548360361,15.0,17.0
1980-03-08,26.0,13.0,15.0,23.986906330355453,24.0,26.0,14.0,16.0,19.0,27.0,25.0,21.0,18.0,28.0,7.0,24.34101437687013,23.0,29.0,23.0,20.0,18.0,26.0,21.46622341438529,24.0,8.0
1980-03-09,29.0,13.0,16.0,27.994335744531465,28.0,27.0,21.0,22.0,16.0,28.0,24.0,28.0,24.0,28.0,8.0,32.0,26.0,31.0,25.0,24.0,21.0,29.0,23.506522015981307,28.0,21.0
1980-03-10,31.0,23.0,31.0,33.00362251225148,33.0,31.0,25.0,31.0,29.0,32.0,24.0,34.0,29.0,34.0,16.0,28.0,28.0,31.0,32.0,26.0,27.0,27.0,30.647567121567356,30.0,27.0
1980-03-11,27.0,17.0,30.0,29.99805045161947,30.0,30.0,27.0,29.0,31.0,34.0,30.0,31.0,30.0,30.0,18.0,37.0,30.0,31.0,34.0,28.0,30.0,24.0,32.68786572316337,32.0,15.0
1980-03-12,23.0,17.0,19.0,24.988763683899453,25.0,21.0,13.0,14.0,16.0,24.0,27.0,18.0,23.0,20.0,13.0,28.0,23.0,27.0,20.0,21.0,23.0,22.0,18.40577551199127,22.0,16.0
1980-03-13,23.0,27.0,21.0,23.986906330355453,24.0,26.0,18.0,9.0,22.0,25.0,30.0,17.0,22.0,30.0,13.0,25.0,25.0,25.0,20.0,21.0,20.0,19.0,18.40577551199127,30.0,24.0
1980-03-14,27.0,18.0,31.0,39.0147666335155,39.0,39.0,30.0,31.0,29.0,35.0,36.0,29.0,29.0,36.0,16.0,32.0,32.0,38.0,34.0,32.0,30.0,26.0,32.68786572316337,33.0,30.0
1980-03-15,30.0,22.279372802700838,23.0,24.988763683899453,25.0,27.0,24.0,24.0,27.0,29.0,34.0,22.0,28.0,24.0,24.0,30.0,26.0,26.0,31.0,26.0,34.0,29.0,29.62741782076935,26.0,0.0
1980-03-16,18.0,-1.0,0.0,21.983191623267444,22.0,21.0,8.0,1.0,12.0,19.0,23.0,11.0,9.0,16.0,3.0,25.0,16.0,20.0,14.0,14.0,6.0,10.0,12.284879707203228,10.0,4.0
1980-03-17,18.0,2.0,3.0,19.979476916179436,20.0,18.0,13.0,9.0,12.0,22.0,19.0,9.0,14.0,19.0,2.0,23.0,19.0,22.0,16.0,15.0,4.0,18.0,14.325178308799241,10.0,10.0
1980-03-18,25.0,13.0,17.0,33.00362251225148,33.0,33.0,23.0,19.0,23.0,27.0,32.0,27.0,17.0,26.0,4.0,31.728428189405175,31.0,29.0,24.0,30.0,10.0,20.0,22.4863727151833,28.0,24.0
1980-03-19,27.0,23.0,26.0,29.99805045161947,30.0,38.0,19.0,26.0,25.0,27.0,31.0,26.0,24.0,28.0,15.0,34.0,26.0,28.0,21.0,24.0,23.0,27.0,19.425924812789276,29.0,10.0
1980-03-20,21.0,18.0,18.0,28.99619309807547,29.0,26.0,19.0,23.0,16.0,27.0,27.0,26.0,16.0,27.0,14.0,30.0,25.0,26.0,25.0,21.0,21.0,24.0,23.506522015981307,29.0,19.0
1980-03-21,29.0,22.0,27.0,30.999907805163474,31.0,28.0,21.0,23.0,27.0,29.0,35.0,27.0,24.0,29.0,15.0,31.0,28.0,30.0,28.0,28.0,20.0,30.0,26.566969918375328,27.0,11.0
1980-03-22,25.0,19.0,23.0,29.99805045161947,30.0,28.0,22.0,24.0,26.0,24.0,32.0,23.0,27.0,25.0,19.0,28.0,28.0,26.0,27.0,28.0,20.0,28.0,25.54682061757732,20.0,12.0
1980-03-23,29.0,19.0,17.0,30.999907805163474,31.0,38.0,24.0,18.0,21.0,31.0,35.0,19.0,20.0,29.0,22.0,38.0,26.0,29.0,25.0,22.0,20.0,29.0,23.506522015981307,17.0,13.0
1980-03-24,22.0,10.0,24.0,26.99247839098746,27.0,28.0,21.0,14.0,20.0,22.0,28.0,13.0,25.0,25.0,22.0,26.0,25.0,26.0,24.068277033926137,19.0,25.0,25.0,22.55602548360361,14.0,11.0
1980-03-25,23.0,19.0,24.0,25.990621037443457,26.0,24.0,14.0,21.0,22.0,24.0,26.0,20.0,17.0,25.0,12.0,24.0,22.0,26.0,24.0,15.0,25.0,26.0,22.4863727151833,23.0,1.0
1980-03-26,16.0,10.0,7.0,22.98504897681145,23.0,20.0,19.0,8.0,12.0,18.0,18.0,9.0,10.0,19.0,7.0,24.0,17.0,23.0,13.0,16.0,12.0,22.0,11.26473040640522,14.0,12.0
1980-03-27,25.0,20.0,26.0,28.99619309807547,29.0,30.0,23.0,12.0,25.0,28.0,31.0,27.0,22.0,24.0,10.0,29.0,27.0,29.0,23.0,26.0,10.0,20.0,21.46622341438529,26.0,6.0
1980-03-28,26.0,13.0,11.0,26.99247839098746,27.0,26.0,18.0,16.0,23.0,21.0,22.0,20.0,14.0,20.0,15.0,27.0,23.0,28.0,28.0,19.0,9.0,19.0,26.566969918375328,16.0,12.0
1980-03-29,26.0,16.0,21.0,33.00362251225148,33.0,32.0,23.0,17.0,22.0,29.0,30.0,20.0,21.0,28.0,17.0,24.0,25.0,30.0,25.0,20.0,10.0,22.0,23.506522015981307,19.0,15.0
1980-03-30,23.0,16.0,21.0,23.986906330355453,24.0,24.0,18.0,20.0,22.0,23.0,35.0,20.0,22.0,22.0,20.0,25.0,21.0,24.0,21.183044816086124,23.0,20.0,26.0,19.612657853934238,22.0,11.0
1980-03-31,21.0,10.0,11.0,26.99247839098746,27.0,26.0,17.0,15.0,23.0,23.0,28.0,19.0,28.0,23.0,16.0,24.0,24.0,22.0,18.0,17.0,15.0,22.0,16.365476910395255,18.0,19.0
1980-04-01,21.0,11.0,21.0,22.98504897681145,23.0,20.0,21.28042975139454,17.0,22.0,22.0,19.0,21.0,19.0,25.0,18.0,19.0,23.0,23.0,23.0,18.0,23.0,22.0,21.46622341438529,24.0,11.0
1980-04-02,25.0,13.0,23.0,23.986906330355453,24.0,22.0,23.29037455890857,14.0,24.0,25.0,28.0,17.0,26.0,23.0,15.0,29.0,24.0,26.0,23.0,20.0,22.0,28.0,21.46622341438529,16.0,14.0
1980-04-03,23.0,17.0,25.0,20.98133426972344,21.0,26.0,24.295346962665587,17.0,25.0,22.0,31.0,22.0,20.0,24.0,20.0,26.0,26.0,26.0,25.0,25.0,22.0,28.0,23.506522015981307,27.0,22.0
1980-04-04,23.0,24.0,29.0,24.988763683899453,25.0,25.0,26.30529177017962,23.0,27.0,30.0,32.0,24.0,25.0,29.0,23.0,35.0,32.0,30.0,23.0,27.0,22.0,30.0,21.46622341438529,30.0,25.0
1980-04-05,31.0,20.0,35.0,32.00176515870748,32.0,33.0,32.33512619272172,31.0,33.0,40.0,35.0,32.0,30.0,37.0,17.0,37.268988548806455,37.0,35.0,33.0,32.0,25.522649006861073,38.0,31.667716422365366,37.0,31.0
1980-04-06,31.0,20.0,23.0,30.999907805163474,31.0,34.0,26.30529177017962,29.0,27.0,32.0,34.0,28.0,30.0,30.0,16.0,32.0,28.0,32.0,30.0,26.0,22.0,33.0,28.607268519971342,32.0,29.0
1980-04-07,24.0,15.0,23.0,25.990621037443457,26.0,27.0,24.295346962665587,21.0,25.0,26.0,30.0,23.0,21.0,28.0,18.0,29.0,30.0,26.0,23.0,25.0,19.0,25.0,21.46622341438529,25.0,16.0
1980-04-08,20.0,15.0,16.0,21.983191623267444,22.0,23.0,16.255567732609457,18.0,17.0,27.0,27.0,21.0,12.0,21.0,12.0,28.0,24.0,27.0,25.0,22.0,18.0,28.0,23.506522015981307,19.0,25.0
1980-04-09,28.0,13.0,28.0,37.0110519264275,37.0,40.0,31.3301537889647,16.0,32.0,34.0,36.0,33.0,28.0,33.0,20.0,39.115842001940216,39.0,38.0,30.0,35.0,26.46545202653171,31.0,28.607268519971342,39.0,14.0
1980-04-10,27.0,17.0,13.0,33.00362251225148,33.0,33.0,20.275457347637523,18.0,21.0,30.0,30.0,19.0,17.0,26.0,19.0,35.0,30.0,28.0,25.0,28.0,21.0,25.0,23.506522015981307,19.0,11.0
1980-04-11,20.0,10.0,13.0,24.988763683899453,25.0,25.0,22.285402155151555,14.0,23.0,18.0,22.0,7.0,16.0,21.0,20.0,24.0,21.0,24.0,21.0,18.0,20.0,23.0,19.425924812789276,14.0,13.0
1980-04-12,22.0,10.0,22.0,22.98504897681145,23.0,26.0,24.295346962665587,18.0,25.0,26.0,27.0,18.0,15.0,24.0,20.0,26.0,29.0,26.0,24.0,25.0,19.0,29.0,22.4863727151833,20.0,16.0
1980-04-13,19.0,16.0,20.0,18.977619562635432,19.0,36.0,23.29037455890857,19.0,24.0,22.0,37.0,21.0,16.0,21.0,21.0,30.0,31.0,24.0,24.0,26.0,20.0,32.0,22.4863727151833,22.0,21.0
1980-04-14,26.0,26.0,25.0,32.00176515870748,32.0,39.0,29.32020898145067,23.0,30.0,26.0,39.0,26.0,21.0,25.0,21.0,34.0,37.0,30.0,25.0,33.0,24.0,36.0,23.506522015981307,23.0,31.0
1980-04-15,38.0,23.0,28.0,40.0166239870595,40.0,36.0,29.32020898145067,25.0,30.0,40.0,44.0,36.0,34.0,38.0,27.0,42.0,38.0,40.0,37.0,40.0,30.236664105214253,38.0,35.748313625557394,37.0,20.0
1980-04-16,21.0,29.0,22.0,27.994335744531465,28.0,29.0,27.310264173936638,18.0,28.0,26.0,28.0,16.0,16.0,23.0,26.0,30.0,29.0,27.0,23.0,24.0,24.0,29.0,21.46622341438529,16.0,24.0
1980-04-17,27.0,35.0,26.0,32.00176515870748,32.0,41.0,31.3301537889647,22.0,32.0,28.0,40.0,27.0,22.0,27.0,25.0,40.0,36.0,29.0,23.0,35.0,26.0,34.0,21.46622341438529,32.0,31.0
1980-04-18,35.0,35.0,33.0,44.02405340123552,44.0,46.0,36.35501580774978,23.0,37.0,35.0,37.0,35.0,29.0,35.0,30.0,40.0,42.0,38.0,34.0,37.0,29.0,45.0,32.68786572316337,38.0,36.0
1980-04-19,31.0,37.0,34.0,36.009194572883494,36.0,39.0,34.34507100023575,31.0,35.0,33.0,38.0,36.0,27.0,33.0,30.0,38.0,41.0,34.0,35.0,35.0,34.0,46.0,33.70801502396138,36.0,39.0
1980-04-20,36.0,42.0,38.0,58.05005635085157,58.0,45.0,44.39479503780591,33.0,45.0,53.0,38.0,35.0,32.0,39.0,26.0,50.0,51.0,51.0,39.0,43.0,34.0,50.0,37.78861222715341,50.0,39.0
1980-04-21,42.0,45.0,44.0,49.03334016895553,49.0,50.0,58.46440869040414,43.0,59.0,61.0,54.0,40.0,39.0,44.0,31.0,58.0,45.0,56.0,46.0,37.0,37.77908826257934,45.0,44.92965733273945,52.0,45.0
1980-04-22,48.0,38.0,46.0,54.04262693667555,54.0,45.0,46.404739845319945,44.0,47.0,48.0,44.0,46.0,48.0,52.0,37.0,50.0,51.0,47.0,52.0,53.0,47.0,42.0,51.0505531375275,58.0,41.0
1980-04-23,43.0,35.0,44.0,41.01848134060351,41.0,43.0,44.39479503780591,44.0,45.0,41.0,40.0,41.0,44.0,45.0,39.0,35.0,43.0,38.0,45.0,39.0,45.0,46.0,43.90950803194145,40.0,32.0
1980-04-24,46.0,38.0,40.0,45.025910754779524,45.0,48.0,42.38485023029188,36.0,43.0,45.0,52.0,41.0,45.0,44.0,37.0,33.0,40.0,45.0,43.0,48.0,34.0,38.0,41.869209430345435,34.0,39.0
1980-04-25,43.0,35.0,42.0,41.01848134060351,41.0,41.0,41.379877826534866,43.0,42.0,39.0,42.0,41.0,43.0,43.0,30.0,39.0,42.0,43.0,42.0,42.0,34.0,44.0,40.849060129547425,43.0,40.0
1980-04-26,34.0,36.0,36.0,34.005479865795486,34.0,35.0,38.36496061526381,32.0,39.0,35.0,36.0,38.0,34.0,42.0,29.0,38.0,37.0,36.0,42.0,36.0,34.0,39.0,40.849060129547425,30.0,35.0
1980-04-27,38.0,37.0,36.0,37.0110519264275,37.0,44.0,38.36496061526381,37.0,39.0,37.0,42.0,33.0,36.0,37.0,33.0,41.0,41.0,37.0,36.0,40.0,37.0,46.0,34.72816432475938,30.0,33.0
1980-04-28,39.0,35.0,39.0,39.0147666335155,39.0,42.0,38.36496061526381,32.0,39.0,41.0,48.0,30.0,37.0,40.0,32.0,43.0,44.0,40.0,36.0,42.0,38.0,46.0,34.72816432475938,32.0,39.0
1980-04-29,44.0,35.0,38.0,46.02776810832353,46.0,52.0,42.38485023029188,40.0,43.0,49.0,47.0,46.0,44.0,43.0,37.0,51.0,50.0,47.0,44.0,48.0,37.0,44.0,42.88935873114344,40.0,39.0
1980-04-30,35.0,34.0,39.0,39.0147666335155,39.0,36.0,38.36496061526381,35.0,39.0,37.0,38.0,37.0,35.0,37.0,32.0,39.0,37.0,37.0,36.0,28.0,34.0,34.0,34.72816432475938,38.0,33.0
1980-05-01,31.0,32.0,44.0,36.009194572883494,36.0,37.0,40.0,35.0,44.0,35.0,38.0,30.0,36.0,34.0,31.0,36.0,36.0,34.0,36.0,33.0,34.0,38.0,34.72816432475938,31.0,39.0
1980-05-02,37.0,35.0,38.0,39.0147666335155,39.0,42.0,49.0,41.0,45.0,44.0,42.0,38.0,44.0,41.0,33.0,40.039268728507096,40.0,41.0,40.0,41.0,34.0,48.0,38.80876152795141,43.0,39.0
1980-05-03,42.0,35.0,40.0,52.038912229587545,52.0,50.0,38.0,39.0,39.0,46.0,51.0,41.0,37.0,42.0,35.0,45.0,47.0,46.0,43.0,42.0,34.0,49.0,41.869209430345435,36.0,35.0
1980-05-04,43.0,37.0,39.0,48.031482815411536,48.0,43.0,42.0,40.0,41.0,41.0,48.0,36.0,39.0,41.0,32.0,44.0,47.0,40.0,37.0,44.0,37.0,49.0,35.748313625557394,34.0,37.0
1980-05-05,36.0,40.0,41.0,41.01848134060351,41.0,43.0,45.0,36.0,42.0,39.0,45.0,38.0,40.0,40.0,33.0,40.0,44.0,40.0,39.0,42.0,36.0,46.0,37.78861222715341,36.0,41.0
1980-05-06,46.0,35.0,43.0,48.031482815411536,48.0,49.0,43.0,38.0,43.0,47.0,52.0,40.0,40.0,47.0,36.0,48.0,48.0,44.0,47.0,43.0,36.0,50.0,45.94980663353746,37.0,42.0
1980-05-07,48.0,41.0,43.0,47.02962546186753,47.0,45.0,44.0,42.0,46.0,48.0,48.0,45.0,47.0,43.0,40.0,50.0,46.0,46.0,46.0,46.0,36.0,45.0,44.92965733273945,45.0,41.0
1980-05-08,45.0,40.0,42.0,46.02776810832353,46.0,45.0,40.0,46.0,42.0,47.0,44.0,40.0,40.0,44.0,38.0,48.0,47.0,45.0,45.0,42.0,36.0,44.0,43.90950803194145,43.0,40.0
1980-05-09,42.0,36.0,42.0,41.01848134060351,41.0,46.0,46.0,42.0,41.0,44.0,48.0,40.0,43.0,42.0,38.0,42.0,40.0,41.0,45.0,44.0,36.0,45.0,43.90950803194145,43.0,34.0
1980-05-10,39.0,32.0,35.0,38.012909279971495,38.0,36.0,32.0,36.0,37.0,39.0,35.0,34.0,36.0,40.0,36.0,36.345561822239574,36.0,40.0,35.0,33.0,35.0,34.0,33.70801502396138,37.0,33.0
1980-05-11,37.0,32.0,38.0,40.0166239870595,40.0,40.0,31.0,33.0,35.0,38.0,40.0,33.0,36.0,39.0,33.0,39.0,37.0,38.0,37.0,39.0,35.0,39.0,35.748313625557394,34.0,34.0
1980-05-12,38.0,30.0,39.0,40.0166239870595,40.0,41.0,33.0,36.0,37.0,37.0,43.0,38.0,38.0,38.0,30.0,36.0,37.0,38.0,38.0,39.0,36.0,40.0,36.7684629263554,38.0,33.0
1980-05-13,32.0,30.0,35.0,40.0166239870595,40.0,41.0,30.0,30.0,30.0,33.0,43.0,31.0,30.0,33.0,31.0,37.0,36.0,36.0,33.0,35.0,31.0,38.0,31.667716422365366,34.0,27.0
1980-05-14,33.0,27.0,32.0,37.0110519264275,37.0,36.0,32.0,28.0,34.0,33.0,40.0,30.0,32.0,34.0,32.0,35.0,40.0,33.0,32.0,36.0,30.0,38.0,30.647567121567356,25.0,30.0
1980-05-15,41.0,37.0,39.0,48.031482815411536,48.0,46.0,36.0,36.0,40.0,38.0,46.0,34.0,43.0,39.0,35.0,46.0,45.0,45.0,37.0,44.0,31.0,46.0,35.748313625557394,30.0,40.0
1980-05-16,41.0,30.0,37.0,39.0147666335155,39.0,42.0,35.0,37.0,40.0,33.0,42.0,33.0,41.0,34.0,32.0,38.0,38.0,33.0,42.0,40.0,31.0,33.0,40.849060129547425,36.0,37.0
1980-05-17,38.0,33.66306262122798,37.0,46.02776810832353,46.0,43.0,35.0,34.0,37.0,40.0,44.0,34.0,39.0,40.0,34.0,42.0,42.0,40.0,35.0,39.0,31.0,39.0,33.70801502396138,44.0,33.0
1980-05-18,40.0,40.0,42.0,42.02033869414751,42.0,41.0,32.0,40.0,40.0,39.0,43.0,41.0,38.0,43.0,35.0,46.0,45.0,39.0,42.0,42.0,31.0,45.0,40.849060129547425,42.0,40.0
1980-05-19,42.0,38.40626671228096,45.0,50.03519752249954,50.0,49.0,44.0,40.0,43.0,46.0,49.0,39.0,44.0,44.0,35.0,50.0,48.0,44.0,44.0,47.0,41.0,52.0,42.88935873114344,37.0,42.0
1980-05-20,43.0,42.20082998512334,43.0,47.02962546186753,47.0,46.0,42.0,41.0,42.0,46.0,48.0,43.0,40.0,45.0,35.0,53.0,49.0,45.0,44.0,45.0,40.0,53.0,42.88935873114344,36.0,40.0
1980-05-21,45.0,43.149470803333934,43.0,48.031482815411536,48.0,49.0,50.0,39.0,45.0,46.0,54.0,44.0,42.0,44.0,38.0,52.0,51.0,45.0,42.0,49.0,41.0,54.0,40.849060129547425,35.0,40.0
1980-05-22,49.0,46.944034076176315,45.0,49.03334016895553,49.0,51.0,58.0,42.0,49.0,51.0,52.0,48.0,47.0,48.0,39.0,58.0,56.0,51.0,47.0,53.0,44.0,57.0,45.94980663353746,48.0,42.0
1980-05-23,42.0,40.0,42.0,38.012909279971495,38.0,41.0,36.0,45.0,41.0,43.0,45.0,37.0,41.0,40.0,40.0,40.0,35.0,37.0,41.0,38.0,45.0,37.0,39.82891082874942,45.0,34.0
1980-05-24,33.0,31.0,37.0,35.00733721933949,35.0,35.0,34.0,36.0,37.0,34.0,39.0,32.0,38.0,39.0,32.0,35.0,33.0,33.0,35.0,34.0,36.0,35.0,33.70801502396138,35.0,31.0
1980-05-25,34.0,28.0,31.0,35.00733721933949,35.0,36.0,30.0,30.0,31.0,36.0,39.0,31.0,34.0,36.0,32.0,32.0,34.0,37.0,30.0,35.0,31.0,34.0,28.607268519971342,31.0,29.0
1980-05-26,35.0,30.0,30.0,39.0147666335155,39.0,39.0,32.0,32.0,33.0,38.0,43.0,34.0,42.0,38.0,32.0,38.0,35.0,37.0,31.0,37.0,33.0,36.0,29.62741782076935,35.0,28.0
1980-05-27,33.0,30.0,31.0,36.009194572883494,36.0,32.0,30.0,28.0,32.0,32.0,41.0,29.0,32.0,33.0,30.0,42.0,36.0,33.0,30.0,32.0,32.0,34.0,28.607268519971342,28.0,30.0
1980-05-28,36.0,30.0,35.0,36.009194572883494,36.0,36.0,33.0,30.0,34.0,36.0,40.0,32.0,34.0,40.0,30.0,38.0,37.0,36.0,36.0,36.0,31.0,38.0,34.72816432475938,28.0,38.0
1980-05-29,41.0,38.0,42.0,45.025910754779524,45.0,43.0,39.0,39.0,40.0,45.0,48.0,42.0,41.0,39.0,33.0,44.0,43.0,44.0,44.0,42.0,35.0,35.0,42.88935873114344,42.0,35.0
1980-05-30,34.0,35.0,39.0,42.02033869414751,42.0,38.0,33.0,37.0,37.0,41.0,39.0,36.0,30.0,35.0,29.0,48.0,38.0,38.0,37.0,36.0,38.0,40.0,35.748313625557394,39.0,36.0
1980-05-31,44.0,36.0,41.0,47.02962546186753,47.0,45.0,39.0,34.55329495311633,41.0,45.0,47.0,36.0,38.0,42.0,34.0,47.0,46.0,42.0,42.0,45.0,42.0,47.0,40.849060129547425,35.0,34.0
1980-06-01,41.0,30.0,42.0,43.022196047691516,43.0,45.0,34.0,40.0,42.0,40.0,43.0,39.0,39.0,38.0,30.0,46.0,39.0,41.0,42.0,38.0,42.0,35.0,40.849060129547425,41.0,35.0
1980-06-02,42.0,31.0,36.0,40.0166239870595,40.0,39.0,36.0,37.0,40.0,41.0,42.0,38.0,42.0,40.0,32.0,42.0,40.0,41.0,37.0,39.0,41.0,40.0,35.748313625557394,37.0,34.0
1980-06-03,39.0,35.0,35.0,33.00362251225148,33.0,32.0,33.0,40.0,36.0,38.0,34.0,38.0,34.0,39.0,28.0,39.0,35.0,38.0,37.0,32.0,38.0,34.0,35.748313625557394,38.0,35.0
1980-06-04,40.0,35.0,39.0,41.01848134060351,41.0,42.0,34.0,37.0,37.0,40.0,41.0,38.0,37.0,41.0,33.0,41.0,40.0,41.0,37.0,41.0,36.0,43.0,35.748313625557394,39.0,35.0
1980-06-05,41.0,35.0,40.0,41.01848134060351,41.0,38.0,30.0,38.0,39.0,43.0,45.0,39.0,33.0,43.0,30.0,48.0,40.0,42.0,39.0,33.0,37.0,39.0,37.78861222715341,41.0,36.0
1980-06-06,44.0,35.0,42.0,43.022196047691516,43.0,39.0,30.0,38.0,38.0,44.0,44.0,40.0,39.0,39.0,30.0,45.0,43.0,42.0,42.0,39.0,38.0,40.0,40.849060129547425,40.0,30.0
1980-06-07,35.0,36.0,32.0,37.0110519264275,37.0,38.0,33.0,29.0,38.0,35.0,39.0,33.0,30.0,33.0,29.0,39.0,41.0,35.0,33.0,39.0,25.0,42.0,31.667716422365366,30.0,34.0
1980-06-08,41.0,42.0,42.0,44.02405340123552,44.0,43.0,41.0,34.0,44.0,40.0,45.0,37.0,42.0,41.0,30.0,42.0,46.0,40.0,39.0,45.0,33.0,50.0,37.78861222715341,33.0,35.0
1980-06-09,43.0,45.0,42.0,44.02405340123552,44.0,43.0,50.0,39.0,46.0,44.0,52.0,41.0,45.0,42.0,36.0,47.0,48.0,42.0,40.0,48.0,42.0,56.0,38.80876152795141,34.0,40.0
1980-06-10,44.0,45.0,47.0,47.02962546186753,47.0,47.0,47.0,43.0,50.0,50.0,49.0,40.0,42.0,48.0,42.0,44.0,47.0,47.0,48.0,45.0,44.0,54.0,46.969955934335474,46.0,43.0
1980-06-11,49.0,45.0,46.0,50.03519752249954,50.0,52.0,47.0,41.0,53.0,47.0,57.0,40.0,43.0,46.0,40.0,51.0,51.0,49.0,46.0,48.0,45.0,52.0,44.92965733273945,38.0,42.0
1980-06-12,43.0,40.0,40.0,45.025910754779524,45.0,49.0,43.0,41.0,50.0,45.0,55.0,50.0,44.0,46.0,39.0,47.0,45.0,42.0,44.0,47.0,44.0,53.0,42.88935873114344,57.0,42.0
1980-06-13,38.0,37.0,37.0,39.0147666335155,39.0,38.0,37.0,34.0,36.0,37.0,39.0,33.0,37.0,44.0,27.0,39.0,37.0,39.0,38.0,35.0,35.0,40.0,36.7684629263554,30.0,35.0
1980-06-14,44.0,38.0,39.0,42.02033869414751,42.0,46.0,44.0,38.0,46.0,46.0,41.0,33.0,40.0,45.0,30.0,44.6564023613415,45.0,46.0,40.0,41.0,35.0,46.0,38.80876152795141,32.0,37.0
1980-06-15,37.0,32.0,40.0,41.01848134060351,41.0,41.0,31.0,36.0,39.0,45.0,40.0,36.0,43.0,43.0,32.0,39.115842001940216,39.0,41.0,38.0,36.0,39.0,40.0,36.7684629263554,41.0,36.0
1980-06-16,48.0,40.0,41.0,40.0166239870595,40.0,40.0,40.37490542277785,41.0,41.0,46.0,48.0,36.0,44.0,43.0,33.0,45.0,43.0,45.0,44.0,44.0,40.0,47.0,42.88935873114344,41.0,38.0
1980-06-17,42.0,42.0,42.0,44.02405340123552,44.0,48.0,41.0,40.0,43.0,45.0,55.0,40.0,44.0,43.0,38.0,45.0,49.0,44.0,41.0,48.0,43.0,52.0,39.82891082874942,38.0,41.0
1980-06-18,51.0,42.0,49.0,50.03519752249954,50.0,52.0,51.0,45.0,50.0,53.0,53.0,45.0,48.0,48.0,37.0,55.0,55.0,51.0,52.0,50.0,43.0,59.0,51.0505531375275,40.0,46.0
1980-06-19,49.0,56.0,52.0,52.038912229587545,52.0,47.0,41.0,48.0,49.0,49.0,50.0,47.0,51.0,52.0,38.0,55.0,50.0,50.0,47.0,49.0,48.0,55.0,45.94980663353746,50.0,41.0
1980-06-20,48.0,45.0,49.0,51.03705487604354,51.0,56.0,49.0,42.0,50.0,48.0,57.0,44.0,45.0,47.0,42.0,53.890669627010304,55.0,45.0,49.0,54.0,41.0,59.0,47.99010523513348,42.0,45.0
1980-06-21,43.0,46.0,51.0,50.03519752249954,50.0,51.0,48.0,42.0,51.0,48.0,53.0,45.0,50.0,49.0,40.0,47.0,52.0,47.0,48.0,48.0,44.0,56.0,46.969955934335474,41.0,48.0
1980-06-22,45.0,50.0,49.0,50.03519752249954,50.0,52.0,49.0,46.0,57.0,47.0,50.0,44.0,44.0,48.0,41.0,52.0,46.0,44.0,46.188390704032905,47.0,46.0,55.0,45.121843977735466,46.0,51.0
