DateTime,jck_af,pal_af,rir_af,grs_af,isl_af,amf_af,min_af,hen_af
2/7/1986,151000,919000,42271.59,12953.99,95800,1152087.13,46817.45,86000
2/8/1986,150800,919000,42346.1,12953.99,95900,1154508.5,50835.68,86000
2/9/1986,150400,919000,42421.21,12953.99,95900,1156436.13,53104.17,86200
2/10/1986,150000,920000,42538.88,12953.99,96000,1157870.13,55253.42,86300
2/11/1986,150200,921000,42667.94,12953.99,96000,1158833.88,56980.01,86300
2/12/1986,150400,921000,42785.97,12953.99,96200,1165629.13,57832.6,86300
2/13/1986,151200,923000,42969.01,13034.08,96600,1166111.13,59341.61,86400
2/14/1986,153100,924000,43087.73,13034.08,96600,1170063.38,59450.25,86400
2/15/1986,153400,926000,43392.14,13114.68,96900,1174521.75,59662.97,86400
2/16/1986,153800,929000,43764.15,13114.68,97000,1179944,59553.93,86300
2/17/1986,155200,932000,44051.23,13195.77,97300,1190788.63,61602.45,86400
2/18/1986,157300,935000,44585.56,13195.77,97400,1200669.25,61496.55,86400
2/19/1986,159800,939000,45125.08,13195.77,97500,1208573.75,60843.81,86600
2/20/1986,160400,943000,45566.45,13195.77,97600,1217536.75,60195.42,86600
2/21/1986,161300,945000,45840.68,13277.23,97700,1224600.63,59662.97,86600
2/22/1986,161700,948000,46104.77,13277.23,98100,1228637.13,58804.31,86600
2/23/1986,162100,951000,46335.32,13277.23,98300,1235701,59553.93,86700
2/24/1986,162600,955000,46672.21,13277.23,98300,1245275.38,59553.93,86700
2/25/1986,162100,959000,46941.09,13277.23,98600,1250321,59341.61,86600
2/26/1986,160700,960000,47129.27,13277.23,98800,1259378.5,59341.61,86700
2/27/1986,159600,959000,47245.02,13277.23,98900,1263916.75,58047.68,86600
2/28/1986,157300,959000,47278.48,13359.32,99100,1272673,54610.61,86600
3/1/1986,155900,959000,47290.01,13359.32,99300,1282432.75,51158.54,86600
3/2/1986,154200,958000,47290.01,13359.32,99400,1293221.13,49665.19,86600
3/3/1986,152300,958000,47290.01,13359.32,99500,1302980.88,46507.34,86600
3/4/1986,150400,956000,47267.48,13359.32,99800,1311712,42588.98,86600
3/5/1986,149000,953000,47267.48,13359.32,100000,1317404.13,43327.4,86600
3/6/1986,149000,950000,47129.27,13359.32,100200,1314798,50520.02,86600
3/7/1986,148600,945000,46906.21,13359.32,100600,1311712,58152.94,86700
3/8/1986,148500,942000,46824.44,13359.32,101500,1302454,61820.08,87100
3/9/1986,147300,941000,47011.59,13441.94,101800,1306066.88,63913.14,87300
3/10/1986,146200,938000,46625.55,13441.94,102200,1303482.75,64237.32,87400
3/11/1986,145000,934000,46092.98,13442,102500,1308626,65447.09,87500
3/12/1986,143300,928000,45453.22,13442,102900,1302980.88,67310.46,87500
3/13/1986,142200,923000,44764.75,13442,103400,1301952.25,69406.42,87400
3/14/1986,140600,918000,44117.21,13442,103600,1302980.88,65561.15,87400
3/15/1986,139100,909000,43392.14,13442,103700,1324737.13,51263,87500
3/16/1986,137600,899000,42667.94,13442,104000,1345151.75,41104.48,87500
3/17/1986,136300,888000,41984.76,13442,104100,1371913.5,40166.17,87400
3/18/1986,134400,872000,41250.02,13442,104200,1387918.5,46507.34,87400
3/19/1986,133100,854000,40460.24,13441.18,104500,1408165.5,57404.69,87400
3/20/1986,132200,833000,40085.81,13441.18,104600,1403897.5,81051.67,87300
3/21/1986,129700,811000,40032.85,13441.18,104700,1400696.5,85870.05,87300
3/22/1986,128800,790000,40064.51,13441.18,104900,1402310,87258.32,87300
3/23/1986,127400,769000,40192.5,13441.18,105100,1403377,88084.7,87300
3/24/1986,125900,749000,40470.73,13441.18,105400,1398562.5,88661.26,87300
3/25/1986,125200,729000,40723.19,13441.18,105600,1405511,88779.71,87200
3/26/1986,123700,709000,40980.7,13441.18,105900,1408165.5,88779.71,87100
3/27/1986,122900,690000,41291.66,13441.18,106100,1411366.5,88430.36,87200
3/28/1986,120500,672000,41720.95,13441.18,106400,1412433.5,88548.5,87300
3/29/1986,120000,659000,42442.13,13441.18,106500,1415740,88661.26,87500
3/30/1986,119800,648000,43370.33,13524.29,107000,1418600,88779.71,87500
3/31/1986,119600,641000,44674.79,13524.29,107700,1423684,89357.47,87500
4/1/1986,120200,633000,46012.63,13524.29,108300,1424214.63,86910.57,87500
4/2/1986,119600,622000,47222.51,13524.29,108900,1437790.38,88317.9,87500
4/3/1986,118800,612000,48083.79,13524.29,109700,1438877.5,88548.5,87500
4/4/1986,118500,607000,48880.06,13524.29,110800,1443782.88,88317.9,87600
4/5/1986,117700,602000,49558.42,13524.29,112200,1444870,88084.7,87800
4/6/1986,117600,598000,50530.23,13524.29,113000,1438877.5,88200.06,87800
4/7/1986,117200,596000,51888,13607.78,114200,1440521.5,89704.77,88000
4/8/1986,116800,594000,53266.63,13607.78,115700,1446487.38,89704.77,88200
4/9/1986,116600,594000,54840.32,13607.78,117200,1455714.63,89824.71,88300
4/10/1986,116100,594000,56570.15,13607.78,118900,1456271.5,88892.66,88400
4/11/1986,114800,593000,58346.28,13607.78,120500,1467673,90760.96,88800
4/12/1986,114400,592000,60438.46,13689.64,122500,1472021.5,90642.66,89100
4/13/1986,114000,591000,62418.3,13689.64,123700,1479694,92623.77,89300
4/14/1986,112500,586000,63977.8,13689.64,124700,1491871,92623.77,89400
4/15/1986,110900,578000,65464.69,13769.04,125300,1496839,90992.45,89400
4/16/1986,108400,570000,66556.09,13769.04,126200,1497406,89471.16,89500
4/17/1986,105800,559000,67770.23,13769.04,126200,1506235,89704.77,89500
4/18/1986,104400,548000,68602.13,13769.04,126600,1505128,89243.93,89500
4/19/1986,101400,535000,69036.07,13769.04,126800,1513984,89124.76,89500
4/20/1986,99400,524000,69604.91,13769.04,127100,1520626,89357.47,89500
4/21/1986,98300,517000,70656.49,13769.04,128000,1527268,88892.66,89500
4/22/1986,96300,516000,71430.9,13848.91,129200,1533716.5,85870.05,89700
4/23/1986,98000,520000,72799,13848.91,130500,1540165,90059.15,89500
4/24/1986,99400,526000,73656.38,13848.91,131600,1549153.5,90409.27,89500
4/25/1986,99100,528000,74216.03,13848.91,132800,1554238.75,89243.93,89600
4/26/1986,97400,528000,74605.82,13929.25,133000,1563227.25,90992.45,89600
4/27/1986,95800,525000,74750.13,13929.25,133100,1576751.25,91224.52,89600
4/28/1986,98200,518000,74866.35,13929.25,133200,1588021.75,91804.49,89600
4/29/1986,97600,507000,75186.88,13929.25,133100,1594896.5,91804.49,89500
4/30/1986,92800,495000,75552.39,14009.91,133200,1606354.5,92388.14,89400
5/1/1986,89400,488000,76037.81,14009.91,133400,1612642.38,91804.49,89300
5/2/1986,84500,487000,76641.97,14009.91,133700,1616079.75,91224.52,89200
5/3/1986,82700,487000,77363.13,14009.91,135000,1606913.38,91457.49,89100
5/4/1986,83000,496000,78388.15,14091.18,136700,1613229.25,91690.46,89200
5/5/1986,83400,502000,78779.87,14091.18,136400,1622954.63,92158.77,89200
5/6/1986,82300,504000,78905.73,14172.92,136200,1625246.13,91457.2,89300
5/7/1986,78100,504000,78670.27,14255.13,135200,1636117.25,91804.49,89500
5/8/1986,75100,502000,78528.73,14255.13,134100,1647039,91570.94,89600
5/9/1986,71100,500000,78670.27,14255.13,133300,1648768.88,91804.49,89600
5/10/1986,67900,496000,78748.38,14337.82,133100,1655744.88,91457.2,89900
5/11/1986,64800,492000,78733.09,14337.82,133000,1657503.13,91457.2,90100
5/12/1986,60200,485000,78733.09,14337.82,132700,1660395.63,91105.61,89600
5/13/1986,56800,477000,78685.55,14420.83,132600,1660584.63,90059.15,89600
5/14/1986,54300,470000,78764.55,14420.83,132300,1660773.75,91105.61,89700
5/15/1986,51500,462000,79141.91,14420.83,132300,1660962.75,90760.96,89500
5/16/1986,49700,454000,79523.59,14420.83,132700,1654582.25,90642.66,89300
5/17/1986,47300,445000,79598.72,14504.49,133000,1650527,90873.84,89200
5/18/1986,46200,437000,79837.76,14504.49,133100,1643551,90642.66,89000
5/19/1986,46600,430000,80003.34,14504.49,133300,1636676.25,90409.27,89200
5/20/1986,47400,426000,80228.88,14588.62,134000,1625805.13,89011.52,89100
5/21/1986,53100,431000,80424.77,14673.25,134100,1626098.63,89471.16,88800
5/22/1986,57700,438000,80439.51,14758.37,134100,1626392,91105.61,88800
5/23/1986,59500,441000,80439.51,14758.37,134200,1632679.88,90642.66,88900
5/24/1986,59700,441000,80410.02,14758.37,133800,1637822,90173.83,89100
5/25/1986,60900,440000,80153.16,14673.25,133600,1644118.13,90530.06,88900
5/26/1986,65000,446000,80078.22,14673.25,133600,1646443.5,90760.96,89000
5/27/1986,72900,460000,80228.88,14673.25,133700,1648201.75,90409.27,89000
5/28/1986,83600,482000,80410.02,14758.37,134000,1642992.13,90059.15,89200
5/29/1986,95800,510000,80735.66,14758.37,134200,1641259.38,89471.16,89500
5/30/1986,103500,543000,80798.53,14843.81,134200,1641259.38,89590.79,89700
5/31/1986,116800,580000,79359.7,14927.99,134300,1642405.25,89824.71,90200
6/1/1986,132500,619000,79359.7,15011.68,135100,1641259.38,89243.93,90100
6/2/1986,157100,662000,80641.48,15095.84,135100,1645280.88,88892.66,90200
6/3/1986,175900,707000,80349.56,15180.48,135300,1648201.75,89824.71,90400
6/4/1986,192600,753000,80273.73,15180.48,135300,1654015.13,90873.84,90500
6/5/1986,210200,798000,80349.56,15180.48,135200,1655754.38,90760.96,90700
6/6/1986,229800,842000,80410.02,15180.48,135100,1657493.63,92388.14,90800
6/7/1986,243400,883000,80469.81,15180.48,134300,1659232.88,93207.21,90800
6/8/1986,255000,918000,80469.81,15180.48,134200,1666209,93899.73,91200
6/9/1986,264800,949000,80485.27,15180.48,134500,1670264.13,94478.03,90900
6/10/1986,269200,978000,80516.12,15095.84,134400,1673156.63,94012.9,90900
6/11/1986,270200,1006000,80516.12,15095.84,134200,1676077.5,93668.36,90800
6/12/1986,271500,1034000,80516.12,15095.84,134100,1674319.38,94245.13,90600
6/13/1986,272500,1062000,80516.12,15095.84,134700,1673156.63,94597.5,90600
6/14/1986,276500,1089000,80439.51,15180.48,135000,1673752.13,94245.13,90400
6/15/1986,283400,1112000,80334.13,15180.48,135300,1667371.63,94478.03,90400
6/16/1986,291700,1131000,80243.59,15180.48,134900,1665046.25,94131.78,90500
6/17/1986,302700,1147000,80228.88,15180.48,134900,1662721,93899.73,90500
6/18/1986,312700,1158000,80198.67,15180.48,134800,1657489,93089.5,90400
6/19/1986,320900,1165000,80138.47,15095.84,135000,1652256.88,94478.03,90100
6/20/1986,329900,1169000,80138.47,15095.84,135000,1649364.38,94131.78,90200
6/21/1986,332800,1171000,80138.47,15180.48,135000,1641846.25,94364.3,89900
6/22/1986,333800,1173000,80168.56,15180.48,135000,1638967.75,94364.3,89600
6/23/1986,334900,1173000,80228.88,15180.48,135000,1636676.25,93668.36,89300
6/24/1986,334300,1175000,80273.73,15180.48,135000,1633238.88,94831.17,89700
6/25/1986,333800,1177000,80424.77,15180.48,135100,1630388.25,94945.46,89300
6/26/1986,332300,1180000,80455.05,15180.48,135400,1636676.25,94831.17,89500
6/27/1986,330400,1184000,80469.81,15180.48,135500,1644714,94945.46,89500
6/28/1986,328000,1189000,80469.81,15180.48,135800,1652257,92860.02,89600
6/29/1986,325000,1192000,80469.81,15180.48,135900,1658070.25,92623.77,89300
6/30/1986,321100,1194000,80469.81,15180.48,135700,1666209,92273.38,89600
7/1/1986,315800,1196000,80469.81,15095.84,135700,1672589.5,93207.21,89500
7/2/1986,313000,1199000,80469.81,15095.84,135900,1673652.88,94245.13,89400
7/3/1986,310600,1202000,80469.81,15095.84,135500,1674716.38,96013.7,88900
7/4/1986,308700,1204000,80516.12,15095.84,135400,1675779.75,96618.7,88300
7/5/1986,305000,1202000,80516.12,15095.84,135300,1676843.13,97465.11,87700
7/6/1986,300800,1199000,80516.12,15095.84,135500,1677906.63,95773.95,87400
7/7/1986,296500,1200000,80516.12,15095.84,135600,1678970,94131.78,86700
7/8/1986,292300,1201000,80516.12,15095.84,135000,1684216.25,94364.3,86600
7/9/1986,289100,1200000,80735.66,15095.84,135000,1680132.75,94012.9,86400
7/10/1986,286400,1200000,80688.16,15011.68,134300,1670859.63,93437.45,86000
7/11/1986,287400,1200000,80688.16,14927.99,133500,1666776.13,94245.13,85500
7/12/1986,287600,1199000,80688.16,14843.81,132200,1665613.5,95418.24,85100
7/13/1986,287000,1199000,80688.16,14758.37,130600,1662721,95773.95,84700
7/14/1986,286200,1197000,80656.8,14758.37,129300,1656340.38,95773.95,84500
7/15/1986,285300,1196000,80656.8,14758.37,127700,1651689.75,96136.8,83600
7/16/1986,285100,1196000,80656.8,14758.37,126400,1643551,95657.2,83000
7/17/1986,284400,1196000,80656.8,14758.37,125200,1637822,95896.65,82700
7/18/1986,283200,1195000,80704.28,14758.37,124500,1631534.13,96618.7,82200
7/19/1986,283200,1195000,80704.28,14758.37,123600,1623513.5,96254.14,81800
7/20/1986,283400,1192000,80704.28,14758.37,122700,1618371.38,95657.2,81300
7/21/1986,284000,1192000,80672.92,14758.37,122000,1613229.25,94945.46,80700
7/22/1986,284000,1191000,80641.48,14758.37,121400,1603476,93668.36,79900
7/23/1986,283600,1191000,80516.12,14758.37,120500,1592604.88,93089.5,79400
7/24/1986,283800,1191000,80379.83,14758.37,119900,1581259,93319.45,78800
7/25/1986,284000,1191000,80273.73,14843.81,119500,1573003.63,93781.14,78700
7/26/1986,285100,1190000,80228.88,14846.16,119200,1564748.13,94131.78,78200
7/27/1986,285700,1191000,80228.88,14848.51,118600,1556492.75,94478.03,77600
7/28/1986,284700,1192000,80198.67,14850.85,118000,1551984.75,95179.99,77100
7/29/1986,283000,1195000,80183.27,14853.2,117200,1546349.75,94831.17,76900
7/30/1986,282600,1196000,80138.47,14855.55,116600,1544645.5,94245.13,76300
7/31/1986,282400,1196000,80108.29,14857.9,116000,1539587.75,94012.9,75900
8/1/1986,282200,1196000,80062.74,14857.9,115300,1533952.75,93319.45,75400
8/2/1986,281700,1196000,79943.2,14857.9,114900,1525594,93437.45,74500
8/3/1986,281500,1196000,79807.7,14857.9,114000,1515091,93207.21,74200
8/4/1986,280900,1196000,79777.73,14857.9,113400,1504588,93899.73,73900
8/5/1986,280300,1195000,79733.16,14857.9,112800,1490764,94597.5,73400
8/6/1986,279600,1194000,79703.14,14857.9,112100,1479154,94478.03,72900
8/7/1986,279400,1192000,79583.43,14857.9,111600,1460063,93899.73,72100
8/8/1986,278200,1189000,79568.84,14857.9,111000,1450835.88,94012.9,71700
8/9/1986,276900,1187000,79493.65,14857.9,110400,1437260.13,94711.41,71100
8/10/1986,275900,1185000,79419.41,14857.9,109900,1426388.88,94597.5,70500
8/11/1986,274600,1182000,79344.37,14857.9,109700,1414021,94131.78,70600
8/12/1986,272500,1181000,79205.1,14857.9,108900,1402310,93089.5,70500
8/13/1986,270600,1179000,79173.54,14857.9,108400,1387918.5,93550.05,70200
8/14/1986,268500,1177000,79126.52,14857.9,107700,1375114.5,93437.45,70000
8/15/1986,265800,1175000,79031.8,14857.9,106900,1361376.13,93668.36,69800
8/16/1986,263700,1172000,78890.4,14857.9,106200,1347757.88,93899.73,69700
8/17/1986,261400,1169000,78842.77,14857.9,105500,1336260.25,94478.03,69600
8/18/1986,259200,1166000,78607.49,14857.9,104800,1322642,94945.46,69600
8/19/1986,255200,1164000,78576.09,14857.9,104300,1307095.63,94831.17,69600
8/20/1986,250500,1163000,78560.04,14857.9,103800,1296808.88,94831.17,69500
8/21/1986,246300,1164000,78435.5,14857.9,103800,1286547.38,95296.16,69800
8/22/1986,241200,1165000,78404.16,14857.9,103400,1269060.13,94945.46,69900
8/23/1986,235500,1167000,78341.59,14857.9,103100,1257672.38,95418.24,70000
8/24/1986,231000,1169000,78279.09,14857.9,102700,1246284.5,95657.2,70000
8/25/1986,225900,1171000,78231.84,14857.9,102300,1234175,96495.08,70100
8/26/1986,221400,1172000,78169.41,14857.9,102100,1225117.5,96254.14,70300
8/27/1986,216600,1174000,78091.86,14772.21,101800,1218545.88,95657.2,70300
8/28/1986,211200,1177000,78045.49,14687.18,101600,1205103.5,95657.2,70500
8/29/1986,206200,1180000,77765.61,14602.47,101800,1198100,95773.95,70500
8/30/1986,201300,1183000,77163.02,14434.52,101600,1184884.38,95065.52,70500
8/31/1986,196000,1185000,76413.26,14268.66,101500,1177461.75,95896.65,70500
9/1/1986,190400,1187000,75684.23,14104.55,101400,1168593.38,96013.7,70300
9/2/1986,184300,1190000,74939.46,14023.2,101400,1160761.5,96377.45,70500
9/3/1986,179200,1192000,74201.28,13862.05,101400,1155942.5,96860.66,70300
9/4/1986,173800,1193000,73328.53,13702.62,101200,1149689.38,96495.08,70422
9/5/1986,168500,1193000,72329.8,13621.53,101000,1143906.5,96136.8,70544
9/6/1986,163400,1193000,71416.08,13454.78,100900,1143436.25,96254.14,70667
9/7/1986,159000,1192000,70442.4,13289.92,100900,1137183.25,94245.13,70789
9/8/1986,153600,1191000,69532.05,13208.24,101000,1128508.88,94478.03,70911
9/9/1986,151200,1191000,68573.2,13046.54,100800,1128979,94831.17,71033
9/10/1986,147900,1191000,67599.23,12886.69,100600,1124183.38,94831.17,71156
9/11/1986,144000,1190000,66774,12728.78,100600,1125147.25,94945.46,71278
9/12/1986,140500,1189000,65907.22,12572.95,100800,1123219.63,94245.13,71400
9/13/1986,136500,1188000,65118.52,12495.68,101100,1121291.88,94597.5,71522
9/14/1986,132500,1186000,64141.47,12342.58,101600,1127074.88,94364.3,71644
9/15/1986,129300,1184000,63219.82,12266.85,101600,1120798.25,94364.3,71767
9/16/1986,125600,1182000,62351.52,12266.85,101600,1119834.5,94597.5,71889
9/17/1986,122400,1180000,61468.41,12266.85,101600,1118400,94245.13,72011
9/18/1986,120000,1179000,60667.84,12266.85,102100,1118400,95065.52,72133
9/19/1986,117600,1178000,59837.41,12266.85,102100,1121762.13,95065.52,72256
9/20/1986,113100,1175000,59055.68,12266.85,102500,1123219.63,95179.99,72378
9/21/1986,110100,1172000,58254.55,12266.85,102500,1126070,95296.16,72500
9/22/1986,106200,1169000,57528.93,12266.85,102500,1133690,95296.16,72622
9/23/1986,103500,1167000,56697.75,12266.85,102500,1141430,95065.52,72744
9/24/1986,101600,1165000,55861.58,12342.58,102600,1146327.75,94945.46,72867
9/25/1986,99100,1162000,55013.52,12342.58,102400,1150219,94364.3,72989
9/26/1986,96700,1160000,54238.93,12342.58,102300,1154978.63,94131.78,73111
9/27/1986,95000,1157000,53520,12342.58,102500,1154014.75,93899.73,73233
9/28/1986,93400,1154000,52715.71,12377.84,102300,1157870.13,94364.3,73356
9/29/1986,92600,1150000,52017.6,12430.69,102300,1160291.38,94711.41,73478
9/30/1986,93000,1147000,51325.52,12418.89,102900,1164641.13,95065.52,73600
10/1/1986,93000,1143000,50589.8,12418.89,104300,1169581.38,94831.17,73722
10/2/1986,92600,1138000,50386.74,12418.89,105200,1173533.63,93668.36,73844
10/3/1986,92300,1136000,49758.74,12418.89,106800,1172039.5,93089.5,73967
10/4/1986,92100,1135000,49124.81,12418.89,107700,1172545.63,92744.67,74089
10/5/1986,91900,1136000,48347.59,12418.89,108400,1171557.5,92388.14,74211
10/6/1986,91400,1139000,47617.42,12418.89,109000,1167099.13,92388.14,74306
10/7/1986,91200,1142000,46882.73,12418.89,109500,1160761.5,92977.44,74400
10/8/1986,91200,1144000,46139.05,12418.89,109400,1153051,93437.45,74479
10/9/1986,91000,1146000,45396.11,12418.89,109400,1144400.13,93319.45,74558
10/10/1986,90500,1148000,44361.92,12418.89,109200,1136054.88,93668.36,74638
10/11/1986,90100,1149000,43381,12418.89,109500,1127709.5,93089.5,74717
10/12/1986,89400,1151000,42431.69,12418.89,109700,1119364.25,93207.21,74796
10/13/1986,89200,1153000,41468.95,12418.89,110000,1110821,93437.45,74875
10/14/1986,89000,1154000,40503.27,12418.89,110300,1103343.13,93668.36,74954
10/15/1986,88400,1156000,39546.31,12418.89,110600,1095362.13,94478.03,75033
10/16/1986,88100,1157000,38571.46,12418.89,111400,1088341.63,94831.17,75113
10/17/1986,87700,1159000,37603.79,12418.89,111900,1082716,94711.41,75192
10/18/1986,87400,1160000,36646.06,12418.89,112000,1075150.63,94478.03,75271
10/19/1986,86800,1162000,35790.57,12418.89,112900,1067585.38,94597.5,75350
10/20/1986,87500,1164000,35446.54,12418.89,113300,1060020,94597.5,75429
10/21/1986,88400,1166000,35484.59,12418.89,113600,1053634.38,94364.3,75508
10/22/1986,87400,1167000,35541.79,12418.89,113900,1047248.75,93899.73,75588
10/23/1986,86400,1169000,35560.84,12418.89,114300,1041330.38,93319.45,75667
10/24/1986,86100,1170000,35570.64,12418.89,114500,1033142.5,93089.5,75746
10/25/1986,85600,1171000,35579.94,12418.89,114900,1025377.44,93089.5,75825
10/26/1986,85200,1173000,35599.04,12418.89,115100,1016891.81,92860.02,75904
10/27/1986,84800,1174000,35618.16,12418.89,115100,1008921.25,91924.31,75983
10/28/1986,84800,1175000,35618.16,12418.89,115300,1005802.31,89357.47,76063
10/29/1986,84600,1176000,35627.94,12418.89,115400,1000041,84232.35,76142
10/30/1986,85200,1178000,35752.2,12418.89,115600,990272.69,79585.27,76221
10/31/1986,85600,1179000,35752.2,12495.68,115600,994712.81,75184.23,76300
11/1/1986,85400,1180000,35752.2,12495.68,115600,993824.81,70396.93,76371
11/2/1986,84800,1181000,35752.2,12495.68,115400,997376.88,66104.2,76443
11/3/1986,85000,1182000,35752.2,12495.68,115300,1009809.25,62590.69,76514
11/4/1986,85000,1183000,35752.2,12495.68,115300,1021786.81,62590.69,76586
11/5/1986,85200,1183000,35723.2,12495.68,115200,1024020.25,60195.42,76657
11/6/1986,85600,1184000,35684.86,12495.68,115700,1031028.81,61931.91,76729
11/7/1986,85400,1185000,35684.86,12495.68,115500,1037236.44,61173.31,76800
11/8/1986,85400,1186000,35684.86,12495.68,115400,1044067.06,60410.8,76771
11/9/1986,85600,1187000,35656.39,12495.68,115500,1047720,56867.89,76741
11/10/1986,85700,1187000,35656.39,12495.68,115100,1052277.13,55894.71,76712
11/11/1986,86100,1187000,35656.39,12495.68,114900,1053189.38,53208.18,76682
11/12/1986,85900,1187000,35656.39,12495.68,114600,1058640.5,52567.17,76653
11/13/1986,86100,1187000,35656.39,12495.68,114400,1058640.5,51048.95,76624
11/14/1986,86300,1186000,35361.3,12495.68,114200,1055458.75,51158.54,76594
11/15/1986,86400,1186000,35352.02,12495.68,114100,1050897.63,51694.2,76565
11/16/1986,87000,1187000,35333.04,12495.68,113800,1053634.38,52240.76,76535
11/17/1986,88400,1187000,35333.04,12572.95,113800,1054101.63,53636.59,76506
11/18/1986,88600,1187000,35333.04,12572.95,113500,1047248.75,56761.28,76476
11/19/1986,89400,1188000,35314.12,12572.95,113300,1044979.25,61602.45,76447
11/20/1986,89500,1188000,35456.27,12572.95,113200,1040885.38,64019.26,76417
11/21/1986,89900,1188000,35494.37,12572.95,113000,1036324.19,66541.34,76388
11/22/1986,89900,1188000,35494.37,12572.95,113000,1036769.19,67646.75,76359
11/23/1986,90300,1189000,35494.37,12572.95,113000,1032230.31,67975.98,76329
11/24/1986,90100,1188000,35456.27,12572.95,113000,1030850.81,67755.57,76300
11/25/1986,89500,1188000,35437.28,12572.95,112400,1027201.94,68524.29,76600
11/26/1986,89200,1188000,35361.3,12572.95,112300,1023108,67089.04,76600
11/27/1986,88800,1187000,35304.39,12572.95,111900,1019122.69,65670.01,76600
11/28/1986,88800,1186000,35238.4,12572.95,111700,1018667.88,64343.91,76700
11/29/1986,88300,1185000,35219.48,12572.95,111600,1012906.5,62698.47,76800
11/30/1986,87900,1185000,35153.61,12572.95,111300,1015115.75,64019.26,76800
12/1/1986,87000,1185000,35030.97,12572.95,111100,1013339.69,63913.14,76900
12/2/1986,86400,1184000,34937.59,12572.95,110800,1013339.69,64019.26,77000
12/3/1986,85900,1183000,34890.52,12650.69,110600,1010242.44,64343.91,77000
12/4/1986,85700,1182000,34834.41,12650.69,110300,1007578.38,63585.43,77100
12/5/1986,85900,1181000,34890.52,12650.69,110000,1007578.38,63365.48,77100
12/6/1986,86100,1180000,34937.59,12650.69,109900,1006690.31,63256.55,77200
12/7/1986,85900,1179000,35003.02,12650.69,109600,1005802.31,63256.55,77200
12/8/1986,86300,1177000,35030.97,12650.69,109400,1008466.38,63696.25,77200
12/9/1986,85900,1176000,35040.63,12650.69,109200,1006257.19,63585.43,77300
12/10/1986,85900,1174000,35040.63,12650.69,109100,1005802.31,63696.25,77300
12/11/1986,85700,1172000,35049.79,12650.69,108900,1004481.13,63696.25,77300
12/12/1986,85700,1170000,35153.61,12650.69,108800,1001362.19,63480.03,77500
12/13/1986,85600,1167000,35238.4,12650.69,108700,998719.75,63801.94,77571
12/14/1986,85600,1164000,35352.02,12650.69,108500,996488.88,63801.94,77643
12/15/1986,85600,1161000,35513.39,12650.69,108400,995167.69,63801.94,77714
12/16/1986,85600,1158000,35713.83,12650.69,108200,994279.63,63801.94,77786
12/17/1986,85700,1155000,35771.4,12650.69,108200,994279.63,64343.91,77857
12/18/1986,85600,1151000,35857.64,12650.69,108100,994279.63,64343.91,77928
12/19/1986,85600,1147000,35944.08,12650.69,108000,990727.5,64343.91,78000
12/20/1986,85600,1144000,36069.91,12650.69,108000,988063.44,63696.25,78000
12/21/1986,85600,1141000,36176.29,12650.69,108000,988063.44,63585.43,78100
12/22/1986,85400,1137000,36292.97,12650.69,107700,984078.19,63585.43,78200
12/23/1986,85400,1134000,36409.96,12650.69,107700,981414.06,63365.48,78200
12/24/1986,85600,1131000,36512.32,12650.69,107700,981414.06,62920.04,78200
12/25/1986,85600,1128000,36614.97,12650.69,107600,980526.06,62811.88,78200
12/26/1986,85600,1125000,36738.52,12650.69,107500,980526.06,62698.47,78300
12/27/1986,85400,1122000,36872.6,12650.69,107500,980526.06,62698.47,78300
12/28/1986,85200,1118000,36955.49,12650.69,107300,980526.06,62920.04,78500
12/29/1986,85200,1114000,37059.38,12650.69,107100,980526.06,63142.33,78500
12/30/1986,85200,1110000,37152.89,12728.78,107200,971409.06,63696.25,78600
12/31/1986,85200,1106000,37267.52,12728.78,107000,971409.06,63801.94,78700
1/1/1987,85200,1101000,37351.3,12728.78,107100,970966.06,63801.94,78700
1/2/1987,85400,1098000,37466.55,12728.78,107200,968814.38,64125.49,78800
1/3/1987,85600,1093000,37571.88,12728.78,107000,968814.38,64019.26,78900
1/4/1987,85600,1090000,37688.35,12728.78,107400,968814.38,64019.26,79000
1/5/1987,85600,1086000,37783.44,12728.78,107400,968814.38,64019.26,79100
1/6/1987,85400,1082000,37900.03,12728.78,107300,968814.38,64343.91,79100
1/7/1987,85400,1078000,38038.31,12728.78,107200,968814.38,64125.49,79200
1/8/1987,85400,1074000,38145.25,12728.78,107100,968814.38,64125.49,78967
1/9/1987,85000,1069000,38273.96,12728.78,107000,968814.38,64125.49,78733
1/10/1987,84100,1064000,38370.52,12728.78,106800,968814.38,64019.26,78500
1/11/1987,83900,1059000,38489.47,12728.78,106800,968814.38,64019.26,78500
1/12/1987,83700,1057000,38581.96,12728.78,106700,968814.38,64019.26,78300
1/13/1987,83700,1055000,38725.79,12728.78,106600,972499.81,63913.14,78500
1/14/1987,83900,1052000,38797.67,12807.48,106600,976185.31,62257.73,78500
1/15/1987,83700,1052000,38963.01,12807.48,106500,979870.75,59766.95,78500
1/16/1987,83600,1051000,39056.08,12807.48,106300,983556.19,57937.4,78600
1/17/1987,83200,1050000,39149.37,12807.48,106200,987241.69,53957.56,78700
1/18/1987,83000,1049000,39264.27,12807.48,106100,990927.13,50415.02,78700
1/19/1987,82800,1048000,39368.26,12807.48,106100,994612.63,48410,78700
1/20/1987,82800,1047000,39462.82,12807.48,105800,998298.06,45870.14,78700
